#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.472703,0.398796,0.273535
0.554387,0.472703,0.323158
0.280419,0.554387,0.35905
0.218865,0.280419,0.337989
0.323447,0.218865,0.303947
0.30219,0.323447,0.321871
0.341868,0.30219,0.330492
0.301153,0.341868,0.328223
0.387569,0.301153,0.332525
0.402584,0.387569,0.352864
0.315192,0.402584,0.366632
0.324714,0.315192,0.348732
0.249764,0.324714,0.349681
0.299633,0.249764,0.314506
0.354381,0.299633,0.313862
0.313975,0.354381,0.321557
0.308791,0.313975,0.307843
0.332331,0.308791,0.309482
0.390126,0.332331,0.325714
0.30225,0.390126,0.349559
0.235013,0.30225,0.342784
0.288585,0.235013,0.322404
0.245856,0.288585,0.324845
0.197374,0.245856,0.314264
