#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00588766,0.00588268,0.0662146
0.00578297,0.00588766,0.0566327
0.00588766,0.00578297,0.05117
0.00588766,0.00588766,0.0486119
0.00577798,0.00588766,0.0512459
0.00588766,0.00577798,0.0537005
0.00588766,0.00588766,0.0560861
0.00577798,0.00588766,0.057957
0.00588766,0.00577798,0.0567281
0.00588766,0.00588766,0.0555645
0.00576303,0.00588766,0.0537368
0.00570819,0.00576303,0.0523525
0.00408796,0.00570819,0.0533933
0.00568825,0.00408796,0.0488631
0.00569822,0.00568825,0.0430833
0.00570819,0.00569822,0.0452708
0.0057032,0.00570819,0.0464602
0.00570819,0.0057032,0.0466674
0.00571317,0.00570819,0.0469409
0.00570819,0.00571317,0.0466247
0.00571816,0.00570819,0.0468591
0.00572315,0.00571816,0.0468505
0.00572813,0.00572315,0.0475124
0.00573312,0.00572813,0.0483799
