#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.231782,0.235641,0.319034
0.355827,0.231782,0.32958
0.387444,0.355827,0.371436
0.447961,0.387444,0.406757
0.409175,0.447961,0.436545
0.259366,0.409175,0.442736
0.245432,0.259366,0.40414
0.331898,0.245432,0.383456
0.260752,0.331898,0.401029
0.392863,0.260752,0.389414
0.524121,0.392863,0.421137
0.489982,0.524121,0.456767
0.413557,0.489982,0.461378
0.314898,0.413557,0.444349
0.248329,0.314898,0.411198
0.187109,0.248329,0.383763
0.208636,0.187109,0.355458
0.240173,0.208636,0.338674
0.230855,0.240173,0.357493
0.216742,0.230855,0.365554
0.200903,0.216742,0.353396
0.194746,0.200903,0.347838
0.186421,0.194746,0.342826
0.163239,0.186421,0.334576
