#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.190419,0.215032,0.0796563
0.195719,0.190419,0.0805687
0.249256,0.195719,0.0790504
0.203177,0.249256,0.107397
0.148612,0.203177,0.106847
0.172048,0.148612,0.0957534
0.164271,0.172048,0.105994
0.124468,0.164271,0.116152
0.142416,0.124468,0.0928499
0.129185,0.142416,0.0885262
0.155328,0.129185,0.0890088
0.158483,0.155328,0.0839994
0.143178,0.158483,0.0920983
0.248299,0.143178,0.0880292
0.28534,0.248299,0.129616
0.299084,0.28534,0.126891
0.314673,0.299084,0.130458
0.397649,0.314673,0.12847
0.25309,0.397649,0.160891
0.199348,0.25309,0.133146
0.184596,0.199348,0.124105
0.141154,0.184596,0.120124
0.118695,0.141154,0.107702
0.139499,0.118695,0.0906248
