#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.254685,0.201801,0.170048
0.27007,0.254685,0.224748
0.330322,0.27007,0.238785
0.251489,0.330322,0.282915
0.0791918,0.251489,0.275032
0.0719232,0.0791918,0.236152
0.0574059,0.0719232,0.212104
0.179217,0.0574059,0.192977
0.117933,0.179217,0.218329
0.126856,0.117933,0.22402
0.0888234,0.126856,0.226769
0.110559,0.0888234,0.221508
0.0982357,0.110559,0.220153
0.124518,0.0982357,0.213247
0.0734786,0.124518,0.210187
0.0948756,0.0734786,0.199768
0.0612097,0.0948756,0.189247
0.0582385,0.0612097,0.1825
0.0497684,0.0582385,0.173516
0.0455558,0.0497684,0.164576
0.0418916,0.0455558,0.166758
0.0652129,0.0418916,0.175829
0.0797601,0.0652129,0.18293
0.342043,0.0797601,0.210005
