#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.138751,0.120301,0.250941
0.143836,0.138751,0.263694
0.106631,0.143836,0.261365
0.174571,0.106631,0.265823
0.120749,0.174571,0.287357
0.110873,0.120749,0.290867
0.0809666,0.110873,0.294349
0.0882102,0.0809666,0.277348
0.120695,0.0882102,0.269958
0.083868,0.120695,0.281884
0.0982507,0.083868,0.280128
0.0635528,0.0982507,0.278737
0.0649537,0.0635528,0.273242
0.102658,0.0649537,0.258772
0.125176,0.102658,0.258206
0.0959774,0.125176,0.268186
0.100988,0.0959774,0.263673
0.0634631,0.100988,0.260745
0.0704974,0.0634631,0.251637
0.0741516,0.0704974,0.256819
0.0753979,0.0741516,0.256496
0.0920788,0.0753979,0.262129
0.0781698,0.0920788,0.267692
0.0934897,0.0781698,0.268507
