#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00588766,0.00438209,0.0560258
0.00575804,0.00588766,0.0565605
0.00588766,0.00575804,0.0547859
0.00588766,0.00588766,0.053212
0.00573312,0.00588766,0.0539958
0.0058727,0.00573312,0.0517233
0.00588268,0.0058727,0.0438226
0.00671024,0.00588268,0.0443225
0.0192683,0.00671024,0.0249278
0.0131961,0.0192683,-0.00633981
0.0315371,0.0131961,-0.00553024
0.0224888,0.0315371,-0.0027366
0.0506658,0.0224888,-0.00113757
0.0273594,0.0506658,0.000394556
0.0188196,0.0273594,0.00409727
0.0233163,0.0188196,0.00276196
0.0922284,0.0233163,0.00406099
0.0741117,0.0922284,0.00274636
0.0861912,0.0741117,0.00727519
0.0459248,0.0861912,0.00842959
0.00738326,0.0459248,0.00981241
0.00580291,0.00738326,0.00859943
0.00565335,0.00580291,0.0570113
0.00565335,0.00565335,0.0576009
