#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.348224,0.331349,0.290084
0.276002,0.348224,0.273541
0.183948,0.276002,0.261005
0.182343,0.183948,0.254685
0.185254,0.182343,0.247466
0.272836,0.185254,0.250359
0.216039,0.272836,0.258355
0.185065,0.216039,0.266226
0.17997,0.185065,0.268803
0.17326,0.17997,0.270948
0.20529,0.17326,0.268968
0.235581,0.20529,0.269809
0.288839,0.235581,0.26682
0.305585,0.288839,0.264734
0.280409,0.305585,0.265644
0.163513,0.280409,0.263175
0.217918,0.163513,0.249927
0.223676,0.217918,0.251814
0.354496,0.223676,0.259425
0.27351,0.354496,0.265429
0.344999,0.27351,0.265076
0.32763,0.344999,0.270522
0.21061,0.32763,0.272003
0.175922,0.21061,0.266125
