#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00588766,0.00588766,0.200988
0.00585775,0.00588766,0.245674
0.00588766,0.00585775,0.234006
0.00588766,0.00588766,0.218871
0.00585775,0.00588766,0.219194
0.00588766,0.00585775,0.225019
0.00588268,0.00588766,0.221786
0.00582784,0.00588268,0.220137
0.0058727,0.00582784,0.213684
0.00587769,0.0058727,0.203035
0.00584778,0.00587769,0.199712
0.00588766,0.00584778,0.191276
0.00588766,0.00588766,0.17963
0.00585276,0.00588766,0.174163
0.00588766,0.00585276,0.168682
0.00422256,0.00588766,0.164753
0.00583282,0.00422256,0.14172
0.00583282,0.00583282,0.141267
0.00583781,0.00583282,0.137801
0.00583781,0.00583781,0.135314
0.00583781,0.00583781,0.1352
0.00583781,0.00583781,0.138517
0.0058727,0.00583781,0.150153
0.00586273,0.0058727,0.168001
