#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.141503,0.131099,0.120004
0.176401,0.141503,0.140276
0.140546,0.176401,0.162655
0.23611,0.140546,0.204682
0.216757,0.23611,0.236319
0.212753,0.216757,0.252985
0.125306,0.212753,0.247332
0.0467922,0.125306,0.197866
0.066883,0.0467922,0.141848
0.0910369,0.066883,0.108968
0.243762,0.0910369,0.102415
0.231583,0.243762,0.172754
0.178096,0.231583,0.197497
0.151584,0.178096,0.193555
0.0854384,0.151584,0.188971
0.0365474,0.0854384,0.176996
0.00969644,0.0365474,0.171667
0.00584279,0.00969644,0.14488
0.0480684,0.00584279,0.222589
0.140526,0.0480684,0.123202
0.137784,0.140526,0.137184
0.0525951,0.137784,0.154916
0.0570769,0.0525951,0.133875
0.0763651,0.0570769,0.111824
