#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0682689,0.102598,0.151482
0.0878563,0.0682689,0.136188
0.072317,0.0878563,0.126986
0.0840076,0.072317,0.149813
0.0708962,0.0840076,0.15009
0.0875721,0.0708962,0.143679
0.074376,0.0875721,0.148568
0.0725314,0.074376,0.132775
0.0582485,0.0725314,0.119961
0.0982058,0.0582485,0.117583
0.0864255,0.0982058,0.115059
0.0716141,0.0864255,0.13215
0.122544,0.0716141,0.130338
0.0767938,0.122544,0.139951
0.233477,0.0767938,0.141653
0.191157,0.233477,0.183164
0.161769,0.191157,0.174002
0.211851,0.161769,0.162394
0.158468,0.211851,0.170937
0.203695,0.158468,0.147455
0.173015,0.203695,0.163964
0.0823325,0.173015,0.159425
0.0315172,0.0823325,0.116613
0.0384916,0.0315172,0.108284
