#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.268205,0.117225,0.183309
0.343852,0.268205,0.224584
0.346126,0.343852,0.255473
0.414933,0.346126,0.293023
0.38862,0.414933,0.326337
0.226817,0.38862,0.341522
0.163523,0.226817,0.319743
0.0849897,0.163523,0.280321
0.114134,0.0849897,0.234974
0.103929,0.114134,0.216266
0.0535872,0.103929,0.219632
0.067561,0.0535872,0.197859
0.0951598,0.067561,0.190059
0.0813853,0.0951598,0.189352
0.128262,0.0813853,0.183589
0.123092,0.128262,0.177431
0.116307,0.123092,0.17881
0.117175,0.116307,0.173396
0.119742,0.117175,0.175262
0.0923929,0.119742,0.186446
0.111282,0.0923929,0.190871
0.0866149,0.111282,0.198455
0.103894,0.0866149,0.197388
0.0783493,0.103894,0.194398
