date,n_members,dispersion,ensemble_rank_ic,mean_member_rank_ic
2020-01-02,16,0.237549,-0.053261,-0.028824
2020-01-03,16,0.260673,-0.142240,-0.093487
2020-01-06,16,0.270279,0.074625,0.034293
2020-01-07,16,0.268314,-0.099844,-0.069358
2020-01-08,16,0.254285,0.002257,0.001717
2020-01-09,16,0.264818,-0.390223,-0.211591
2020-01-10,16,0.239446,-0.185036,-0.114160
2020-01-13,16,0.265519,-0.009748,-0.009370
2020-01-14,16,0.250707,0.267714,0.148427
2020-01-15,16,0.245595,-0.122314,-0.040612
2020-01-16,16,0.202757,0.320311,0.174025
2020-01-17,16,0.189418,-0.295868,-0.161860
2020-01-21,16,0.254051,-0.081981,-0.045660
2020-01-22,16,0.192983,0.434920,0.214109
2020-01-23,16,0.218080,-0.029343,-0.043374
2020-01-24,16,0.217422,-0.408865,-0.216753
2020-01-27,16,0.219118,-0.420370,-0.211903
2020-01-28,16,0.253270,0.572801,0.317251
2020-01-29,16,0.211971,-0.027710,-0.020306
2020-01-30,16,0.255834,-0.044808,0.001032
2020-01-31,16,0.200139,-0.465857,-0.234262
2020-02-03,16,0.235075,0.022282,0.015057
2020-02-04,16,0.215039,0.511993,0.259292
2020-02-05,16,0.157493,0.568485,0.255648
2020-02-06,16,0.102183,-0.344819,-0.131507
2020-02-07,16,0.194137,-0.626777,-0.316801
2020-02-10,16,0.247986,-0.053497,-0.035432
2020-02-11,16,0.213851,0.521167,0.268481
2020-02-12,16,0.118451,0.233438,0.091158
2020-02-13,16,0.151019,-0.443767,-0.186765
2020-02-14,16,0.178140,-0.377593,-0.188703
2020-02-18,16,0.170674,-0.193703,-0.100660
2020-02-19,16,0.140492,0.278628,0.136375
2020-02-20,16,0.106829,0.383029,0.159406
2020-02-21,16,0.154085,-0.046485,-0.042209
2020-02-24,16,0.207799,-0.269090,-0.163377
2020-02-25,16,0.126417,-0.443596,-0.191389
2020-02-26,16,0.147269,-0.121644,-0.053637
2020-02-27,16,0.176583,-0.166254,-0.072333
2020-02-28,16,0.102157,0.295140,0.128816
2020-03-02,16,0.170026,-0.223615,-0.094934
2020-03-03,16,0.255529,-0.052537,-0.052857
2020-03-04,16,0.149998,-0.027611,-0.026333
2020-03-05,16,0.127159,-0.398627,-0.158824
2020-03-06,16,0.162948,-0.460486,-0.226044
2020-03-09,16,0.113120,-0.433288,-0.186837
2020-03-10,16,0.096599,-0.089754,-0.031742
2020-03-11,16,0.159788,-0.469540,-0.218872
2020-03-12,16,0.121745,-0.163185,-0.081945
2020-03-13,16,0.126384,0.026990,0.006661
2020-03-16,16,0.084542,-0.153440,-0.069478
2020-03-17,16,0.118196,0.157706,0.056981
2020-03-18,16,0.138359,-0.175182,-0.088986
2020-03-19,16,0.172402,-0.039333,-0.026735
2020-03-20,16,0.086707,0.093166,0.054088
2020-03-23,16,0.094412,0.021854,-0.026020
2020-03-24,16,0.090839,0.071840,0.064886
2020-03-25,16,0.064609,0.002593,0.018049
2020-03-26,16,0.115419,0.403045,0.120336
2020-03-27,16,0.122747,0.034911,0.004400
2020-03-30,16,0.247549,-0.038993,-0.015444
2020-03-31,16,0.197660,0.230365,0.134574
2020-04-01,16,0.212511,-0.164145,-0.104106
2020-04-02,16,0.218648,-0.043411,-0.013547
2020-04-03,16,0.216668,-0.149247,-0.054904
2020-04-06,16,0.203594,0.336151,0.187065
2020-04-07,16,0.124350,0.026843,0.004604
2020-04-08,16,0.109844,0.050998,0.034046
2020-04-09,16,0.126938,0.443308,0.195930
2020-04-13,16,0.105084,-0.235636,-0.099256
2020-04-14,16,0.086784,0.153255,0.059994
2020-04-15,16,0.105606,0.069537,0.040804
2020-04-16,16,0.152687,0.112805,0.081579
2020-04-17,16,0.113725,-0.050140,-0.039640
2020-04-20,16,0.113490,-0.138744,-0.052107
2020-04-21,16,0.132547,0.166154,0.067275
2020-04-22,16,0.159957,-0.087130,-0.028745
2020-04-23,16,0.125774,-0.089182,-0.029495
2020-04-24,16,0.158007,0.141468,0.060618
