#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0912069,0.103136,0.10501
0.0603059,0.0912069,0.0955075
0.0970819,0.0603059,0.0645427
0.141701,0.0970819,0.10384
0.166051,0.141701,0.147558
0.12754,0.166051,0.170719
0.127436,0.12754,0.13324
0.173899,0.127436,0.133866
0.214562,0.173899,0.178664
0.211262,0.214562,0.215702
0.173243,0.211262,0.212291
0.157368,0.173243,0.176069
0.127923,0.157368,0.161183
0.142442,0.127923,0.133311
0.157701,0.142442,0.147134
0.221854,0.157701,0.161747
0.226735,0.221854,0.221746
0.240324,0.226735,0.22573
0.259987,0.240324,0.238272
0.331367,0.259987,0.25686
0.257283,0.331367,0.319084
0.209915,0.257283,0.256075
0.191748,0.209915,0.213703
0.226725,0.191748,0.19786
