#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.266578,0.205198,0.213972
0.247133,0.266578,0.257158
0.162711,0.247133,0.238625
0.178939,0.162711,0.170604
0.229329,0.178939,0.186891
0.245806,0.229329,0.227367
0.162815,0.245806,0.24374
0.22843,0.162815,0.178678
0.114702,0.22843,0.224516
0.140061,0.114702,0.130753
0.268809,0.140061,0.146375
0.23599,0.268809,0.249563
0.182911,0.23599,0.226228
0.118271,0.182911,0.18172
0.226009,0.118271,0.127139
0.131492,0.226009,0.209433
0.133972,0.131492,0.141809
0.104155,0.133972,0.141949
0.13092,0.104155,0.11827
0.214851,0.13092,0.13706
0.214493,0.214851,0.204765
0.294238,0.214493,0.205922
0.341173,0.294238,0.270312
0.126462,0.341173,0.313643
