#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00580543,0.00524377,0.0345569
0.00579549,0.00580543,0.0278132
0.00582531,0.00579549,0.0281313
0.00587004,0.00582531,0.0284332
0.00587004,0.00587004,0.0321009
0.00583028,0.00587004,0.0301983
0.00391171,0.00583028,0.0310188
0.00467715,0.00391171,0.00568407
0.00586507,0.00467715,0.00724254
0.00578555,0.00586507,0.0120046
0.00585016,0.00578555,0.0118999
0.00585016,0.00585016,0.0108246
0.00580046,0.00585016,0.0128822
0.00587004,0.00580046,0.0115858
0.00586507,0.00587004,0.00442484
0.004702,0.00586507,0.00910913
0.0404789,0.004702,0.0157155
0.051041,0.0404789,0.0591302
0.0350016,0.051041,0.0598855
0.0358068,0.0350016,0.0360043
0.0176897,0.0358068,0.0419511
0.01428,0.0176897,0.0176791
0.0223221,0.01428,0.0149037
0.0152194,0.0223221,0.0268171
