#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.184536,0.278849,0.273886
0.150419,0.184536,0.184769
0.137765,0.150419,0.15185
0.150151,0.137765,0.13975
0.138798,0.150151,0.148509
0.199094,0.138798,0.13604
0.200327,0.199094,0.199421
0.191117,0.200327,0.202415
0.190058,0.191117,0.186049
0.132914,0.190058,0.179446
0.170027,0.132914,0.128063
0.121899,0.170027,0.16507
0.135438,0.121899,0.127566
0.123788,0.135438,0.140097
0.129489,0.123788,0.131184
0.104706,0.129489,0.137544
0.14353,0.104706,0.117847
0.0922805,0.14353,0.152885
0.0594858,0.0922805,0.104546
0.0597492,0.0594858,0.0724676
0.0608029,0.0597492,0.0742923
0.0659026,0.0608029,0.0766159
0.0497438,0.0659026,0.0798251
0.0458917,0.0497438,0.0635051
