#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.175246,0.116501,0.121025
0.158939,0.175246,0.172329
0.163407,0.158939,0.154344
0.19393,0.163407,0.157881
0.196773,0.19393,0.18527
0.197325,0.196773,0.185462
0.189347,0.197325,0.200186
0.168909,0.189347,0.192877
0.144122,0.168909,0.178859
0.152566,0.144122,0.155453
0.197101,0.152566,0.15993
0.178736,0.197101,0.195437
0.183771,0.178736,0.176557
0.214011,0.183771,0.181923
0.260583,0.214011,0.209199
0.211968,0.260583,0.253615
0.237535,0.211968,0.210099
0.230438,0.237535,0.238425
0.265549,0.230438,0.233141
0.206699,0.265549,0.266625
0.198955,0.206699,0.212151
0.179481,0.198955,0.205949
0.156428,0.179481,0.190145
0.177309,0.156428,0.16973
