#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.469524,0.431108,0.423365
0.32826,0.469524,0.455571
0.536187,0.32826,0.327146
0.197941,0.536187,0.506147
0.113345,0.197941,0.220483
0.0946116,0.113345,0.13904
0.170425,0.0946116,0.127714
0.187096,0.170425,0.177448
0.222535,0.187096,0.200436
0.224419,0.222535,0.22255
0.1788,0.224419,0.22037
0.273839,0.1788,0.179717
0.15451,0.273839,0.262722
0.185485,0.15451,0.159405
0.143491,0.185485,0.186104
0.119856,0.143491,0.152708
0.137049,0.119856,0.131154
0.133291,0.137049,0.149603
0.100362,0.133291,0.141828
0.130413,0.100362,0.115672
0.15702,0.130413,0.137599
0.136457,0.15702,0.160198
0.148655,0.136457,0.14143
0.0533324,0.148655,0.151223
