#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.211431,0.208538,0.196308
0.251597,0.211431,0.199076
0.244111,0.251597,0.24107
0.252551,0.244111,0.240202
0.412792,0.252551,0.253094
0.289158,0.412792,0.401451
0.30231,0.289158,0.290603
0.193537,0.30231,0.305132
0.423309,0.193537,0.209724
0.348674,0.423309,0.411795
0.477352,0.348674,0.350161
0.513636,0.477352,0.467097
0.431948,0.513636,0.499464
0.438558,0.431948,0.429528
0.452232,0.438558,0.440433
0.195595,0.452232,0.451802
0.282314,0.195595,0.224342
0.401991,0.282314,0.295512
0.500052,0.401991,0.4
0.503417,0.500052,0.482063
0.460562,0.503417,0.487716
0.282885,0.460562,0.4473
0.415063,0.282885,0.297696
0.363421,0.415063,0.412312
