#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00586507,0.00564638,-0.0183773
0.00586507,0.00586507,-0.0203529
0.00565632,0.00586507,-0.0164745
0.00586507,0.00565632,-0.00621835
0.0058601,0.00586507,-0.00594383
0.00564638,0.0058601,-0.00760704
0.0058104,0.00564638,0.0163796
0.00586507,0.0058104,0.00302973
0.00565632,0.00586507,0.00520422
0.0058601,0.00565632,0.00951334
0.00586507,0.0058601,0.00642142
0.00562152,0.00586507,0.00706532
0.00586507,0.00562152,0.00753792
0.00586507,0.00586507,0.00433169
0.00538294,0.00586507,0.00675313
0.00586507,0.00538294,0.0071719
0.00580046,0.00586507,0.00295128
0.00565632,0.00580046,0.00356823
0.00586507,0.00565632,0.0028199
0.0058601,0.00586507,0.00107123
0.00565632,0.0058601,0.00538956
0.00586507,0.00565632,0.00603344
0.0058601,0.00586507,0.00318714
0.00560661,0.0058601,0.0040122
