#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.300968,0.342963,0.34371
0.209,0.300968,0.300006
0.304005,0.209,0.211391
0.400167,0.304005,0.293975
0.294253,0.400167,0.387432
0.209647,0.294253,0.292718
0.221267,0.209647,0.219297
0.16801,0.221267,0.221474
0.342113,0.16801,0.179924
0.170097,0.342113,0.336544
0.304114,0.170097,0.183458
0.21838,0.304114,0.295648
0.363615,0.21838,0.219594
0.312688,0.363615,0.344637
0.457694,0.312688,0.305725
0.426694,0.457694,0.428344
0.347292,0.426694,0.405701
0.479306,0.347292,0.335447
0.374699,0.479306,0.45391
0.626156,0.374699,0.366803
0.370156,0.626156,0.564966
0.598168,0.370156,0.365122
0.632692,0.598168,0.545925
0.486791,0.632692,0.571761
