#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.53238,0.590692,0.546146
0.593615,0.53238,0.505956
0.471448,0.593615,0.548934
0.414348,0.471448,0.465421
0.433066,0.414348,0.422661
0.450383,0.433066,0.435358
0.713387,0.450383,0.446146
0.678231,0.713387,0.62242
0.627652,0.678231,0.606715
0.520058,0.627652,0.577789
0.536445,0.520058,0.508149
0.575379,0.536445,0.52139
0.336138,0.575379,0.548811
0.351308,0.336138,0.368666
0.317579,0.351308,0.371174
0.281976,0.317579,0.335587
0.32414,0.281976,0.297236
0.346919,0.32414,0.32596
0.199373,0.346919,0.339084
0.445502,0.199373,0.215546
0.352247,0.445502,0.407776
0.47351,0.352247,0.338003
0.465349,0.47351,0.436573
0.301529,0.465349,0.435821
