#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.337888,0.309378,0.296828
0.370658,0.337888,0.323701
0.370389,0.370658,0.352711
0.243729,0.370389,0.354682
0.266801,0.243729,0.244222
0.313483,0.266801,0.267841
0.318478,0.313483,0.311855
0.309209,0.318478,0.315859
0.247541,0.309209,0.302628
0.420307,0.247541,0.246662
0.234628,0.420307,0.397809
0.232679,0.234628,0.234799
0.395435,0.232679,0.233587
0.362665,0.395435,0.377123
0.461452,0.362665,0.3511
0.359912,0.461452,0.439107
0.333723,0.359912,0.348148
0.384187,0.333723,0.327364
0.197419,0.384187,0.372717
0.278954,0.197419,0.208768
0.286847,0.278954,0.28055
0.164197,0.286847,0.284843
0.274336,0.164197,0.176279
0.275107,0.274336,0.273009
