#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0061633,0.0260399,0.0297087
0.00587004,0.0061633,0.0145106
0.00587004,0.00587004,0.00937649
0.00587004,0.00587004,0.00908161
0.00587004,0.00587004,0.00956368
0.00587004,0.00587004,0.00934956
0.00587004,0.00587004,0.00915692
0.00587004,0.00587004,0.00915051
0.00587004,0.00587004,0.00935307
0.00587004,0.00587004,0.00925337
0.00587004,0.00587004,0.00962768
0.00587004,0.00587004,0.00968644
0.00587004,0.00587004,0.00967437
0.00587004,0.00587004,0.0104482
0.00587004,0.00587004,0.00981418
0.00587004,0.00587004,0.00973256
0.00587004,0.00587004,0.00998258
0.00587004,0.00587004,0.0101075
0.00587004,0.00587004,0.0101812
0.0169739,0.00587004,0.0103982
0.0268501,0.0169739,0.0216164
0.0201898,0.0268501,0.0321477
0.00851927,0.0201898,0.0273305
0.00587004,0.00851927,0.017524
