#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00565632,0.00404591,-0.0346287
0.00574081,0.00565632,-0.0377842
0.00538294,0.00574081,-0.0325487
0.00568117,0.00538294,-0.023544
0.00576567,0.00568117,-0.0293455
0.0054078,0.00576567,-0.0324544
0.00515928,0.0054078,-0.00696055
0.00334011,0.00515928,-0.0199611
0.00344946,0.00334011,-0.0180099
0.00336496,0.00344946,-0.00868146
0.00358366,0.00336496,-0.00596998
0.00337987,0.00358366,-0.00578162
0.00342958,0.00337987,-0.00470051
0.00351904,0.00342958,-0.00436989
0.0036433,0.00351904,-0.00274967
0.00331526,0.0036433,-0.00269432
0.00361845,0.00331526,-0.00412597
0.00374271,0.00361845,-0.0027537
0.00564638,0.00374271,0.00340269
0.00581537,0.00564638,-0.0053205
0.00545253,0.00581537,-0.00808979
0.00565135,0.00545253,-0.00736462
0.00579052,0.00565135,-0.00866724
0.00530839,0.00579052,-0.0101136
