#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.389819,0.458216,0.479009
0.357064,0.389819,0.405684
0.41812,0.357064,0.370335
0.425571,0.41812,0.435348
0.461969,0.425571,0.440726
0.404879,0.461969,0.480207
0.359315,0.404879,0.413652
0.362506,0.359315,0.369802
0.391668,0.362506,0.368057
0.345766,0.391668,0.398335
0.368272,0.345766,0.348263
0.303637,0.368272,0.379744
0.33578,0.303637,0.311041
0.319105,0.33578,0.347975
0.323976,0.319105,0.329869
0.33333,0.323976,0.331688
0.384734,0.33333,0.339706
0.42656,0.384734,0.395316
0.305357,0.42656,0.439957
0.315735,0.305357,0.30487
0.320591,0.315735,0.316083
0.344503,0.320591,0.320321
0.373729,0.344503,0.349954
0.395361,0.373729,0.389912
