#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0636162,0.0660765,0.0738846
0.0782192,0.0636162,0.069832
0.126661,0.0782192,0.0783833
0.154599,0.126661,0.125284
0.179113,0.154599,0.153362
0.189745,0.179113,0.176306
0.220422,0.189745,0.185356
0.260623,0.220422,0.211935
0.247238,0.260623,0.248939
0.241601,0.247238,0.2404
0.225269,0.241601,0.235877
0.210675,0.225269,0.224932
0.171837,0.210675,0.214409
0.131234,0.171837,0.183489
0.164346,0.131234,0.149249
0.170713,0.164346,0.172834
0.234121,0.170713,0.177626
0.203742,0.234121,0.230127
0.19563,0.203742,0.206841
0.172428,0.19563,0.197859
0.130508,0.172428,0.17536
0.111755,0.130508,0.139134
0.0664344,0.111755,0.123015
0.0317559,0.0664344,0.086013
