#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0358515,0.00579052,0.0247066
0.0502309,0.0358515,0.0521844
0.0622294,0.0502309,0.055291
0.0512945,0.0622294,0.0631508
0.05374,0.0512945,0.0503496
0.0467566,0.05374,0.0518535
0.0592919,0.0467566,0.0447388
0.0532529,0.0592919,0.0566095
0.0421888,0.0532529,0.0496326
0.0453748,0.0421888,0.0387941
0.0627463,0.0453748,0.0428386
0.0506086,0.0627463,0.0587508
0.0859482,0.0506086,0.0467016
0.100154,0.0859482,0.0821165
0.076241,0.100154,0.0946677
0.073726,0.076241,0.0699827
0.107381,0.073726,0.0687535
0.0840296,0.107381,0.103148
0.0501215,0.0840296,0.0782348
0.0571199,0.0501215,0.0448661
0.0778265,0.0571199,0.0528471
0.0699733,0.0778265,0.0740874
0.107733,0.0699733,0.0651818
0.15531,0.107733,0.103946
