#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00587004,0.00587004,-0.00379935
0.00587004,0.00587004,-0.00153286
0.00587004,0.00587004,-0.00108435
0.0269445,0.00587004,-0.00140762
0.047025,0.0269445,0.0198478
0.066494,0.047025,0.0328208
0.0844471,0.066494,0.0489944
0.125194,0.0844471,0.0662746
0.180102,0.125194,0.107833
0.150489,0.180102,0.160556
0.144793,0.150489,0.130988
0.190406,0.144793,0.127411
0.178552,0.190406,0.172461
0.183398,0.178552,0.161507
0.235348,0.183398,0.167582
0.286902,0.235348,0.218181
0.257099,0.286902,0.264673
0.206232,0.257099,0.238869
0.165862,0.206232,0.193722
0.195386,0.165862,0.158094
0.214274,0.195386,0.18857
0.170405,0.214274,0.206226
0.192871,0.170405,0.165708
0.197449,0.192871,0.18864
