#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00587004,0.00587004,0.0131453
0.00587004,0.00587004,0.0149428
0.0244494,0.00587004,0.0180491
0.0283213,0.0244494,0.0327213
0.0688102,0.0283213,0.0389555
0.0367164,0.0688102,0.0709137
0.0538444,0.0367164,0.0479523
0.0633329,0.0538444,0.0596747
0.0874691,0.0633329,0.0675446
0.0464733,0.0874691,0.0900193
0.0201947,0.0464733,0.058166
0.0435357,0.0201947,0.0333488
0.0534964,0.0435357,0.0545957
0.100054,0.0534964,0.0639015
0.105039,0.100054,0.105205
0.167637,0.105039,0.110152
0.127883,0.167637,0.162254
0.160718,0.127883,0.13
0.168909,0.160718,0.161132
0.275957,0.168909,0.167261
0.164162,0.275957,0.262433
0.0972608,0.164162,0.168779
0.302051,0.0972608,0.111296
0.13679,0.302051,0.290291
