#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.164167,0.174789,0.172003
0.128907,0.164167,0.15822
0.0969526,0.128907,0.122977
0.0889702,0.0969526,0.0946883
0.107048,0.0889702,0.092569
0.0571,0.107048,0.104439
0.129434,0.0571,0.0668756
0.16203,0.129434,0.121526
0.134161,0.16203,0.150164
0.131174,0.134161,0.135659
0.144311,0.131174,0.133933
0.14099,0.144311,0.143295
0.124121,0.14099,0.141124
0.130736,0.124121,0.12568
0.13014,0.130736,0.128718
0.117515,0.13014,0.126213
0.111238,0.117515,0.115033
0.117401,0.111238,0.109389
0.113012,0.117401,0.111865
0.102922,0.113012,0.107334
0.0941643,0.102922,0.0999709
0.0948651,0.0941643,0.0978228
0.11917,0.0948651,0.0995097
0.119141,0.11917,0.119193
