#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.422037,0.482522,0.448618
0.392587,0.422037,0.398116
0.552753,0.392587,0.369884
0.560443,0.552753,0.499592
0.429512,0.560443,0.505088
0.34431,0.429512,0.405199
0.285982,0.34431,0.32684
0.247004,0.285982,0.273679
0.27368,0.247004,0.238196
0.325879,0.27368,0.260954
0.323901,0.325879,0.313144
0.38877,0.323901,0.30982
0.37033,0.38877,0.366952
0.321491,0.37033,0.35257
0.291837,0.321491,0.311183
0.375231,0.291837,0.280751
0.531709,0.375231,0.352994
0.696279,0.531709,0.483085
0.578376,0.696279,0.596593
0.474022,0.578376,0.523983
0.525769,0.474022,0.446566
0.442699,0.525769,0.485505
0.473898,0.442699,0.420782
0.450358,0.473898,0.448145
