#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0456183,0.0535859,0.0538894
0.0568415,0.0456183,0.0393962
0.0825385,0.0568415,0.0434388
0.0968781,0.0825385,0.0683176
0.0968284,0.0968781,0.0825338
0.061792,0.0968284,0.0857734
0.0503899,0.061792,0.0618933
0.0386598,0.0503899,0.0537553
0.0350165,0.0386598,0.0418747
0.0356328,0.0350165,0.040454
0.0560264,0.0356328,0.0400356
0.0327301,0.0560264,0.0557825
0.0148317,0.0327301,0.0390621
0.00615336,0.0148317,0.0203888
0.0272129,0.00615336,0.010618
0.0814947,0.0272129,0.0316811
0.0895467,0.0814947,0.0770113
0.08397,0.0895467,0.084603
0.0488889,0.08397,0.079181
0.0487596,0.0488889,0.0533111
0.0332719,0.0487596,0.0414724
0.011417,0.0332719,0.0428966
0.00587004,0.011417,0.0210008
0.00587004,0.00587004,0.0158601
