#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.910915,0.665681,0.672286
0.852757,0.910915,0.801445
0.841022,0.852757,0.780515
0.837518,0.841022,0.788573
0.771759,0.837518,0.793832
0.937989,0.771759,0.769798
0.967906,0.937989,0.843947
0.986287,0.967906,0.856615
0.951022,0.986287,0.865347
0.80848,0.951022,0.860878
0.755456,0.80848,0.81258
0.74731,0.755456,0.787146
0.786223,0.74731,0.775978
0.711886,0.786223,0.792339
0.599455,0.711886,0.752501
0.598108,0.599455,0.6787
0.574424,0.598108,0.6719
0.645988,0.574424,0.650366
0.62631,0.645988,0.697123
0.567754,0.62631,0.697628
0.546108,0.567754,0.660303
0.564031,0.546108,0.642956
0.529686,0.564031,0.63527
0.50121,0.529686,0.597663
