#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0033252,0.00344946,0.0094433
0.00370792,0.0033252,0.0141197
0.00541774,0.00370792,0.0180842
0.00443857,0.00541774,0.0155207
0.003191,0.00443857,0.00952407
0.00297727,0.003191,0.00769761
0.00305183,0.00297727,0.0194583
0.00329538,0.00305183,0.0125867
0.00341467,0.00329538,0.00572063
0.00325064,0.00341467,0.00239404
0.00318603,0.00325064,0.0011542
0.00325561,0.00318603,0.00426446
0.00351407,0.00325561,-0.00428468
0.00307668,0.00351407,-0.00445072
0.00348922,0.00307668,-0.00263849
0.00333017,0.00348922,-0.00175995
0.00314129,0.00333017,0.00357874
0.00336993,0.00314129,-0.00026414
0.00358863,0.00336993,-0.00173731
0.00298224,0.00358863,-0.00465655
0.00352898,0.00298224,-0.00346736
0.00369798,0.00352898,-0.00603063
0.00358366,0.00369798,-0.00484413
0.00307668,0.00358366,-0.00396976
