#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.232282,0.26441,0.261099
0.287901,0.232282,0.234863
0.289362,0.287901,0.2846
0.266985,0.289362,0.285146
0.340935,0.266985,0.266107
0.385609,0.340935,0.331044
0.394511,0.385609,0.367862
0.430685,0.394511,0.374959
0.408368,0.430685,0.40484
0.317251,0.408368,0.387135
0.296877,0.317251,0.312494
0.286211,0.296877,0.296016
0.279063,0.286211,0.285683
0.303393,0.279063,0.278761
0.323175,0.303393,0.300109
0.328847,0.323175,0.317097
0.233609,0.328847,0.321893
0.188358,0.233609,0.240148
0.245752,0.188358,0.199805
0.156081,0.245752,0.253471
0.0278641,0.156081,0.167333
0.0627662,0.0278641,0.0421721
0.0420943,0.0627662,0.0780049
0.0451909,0.0420943,0.0546428
