#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.615082,0.583008,0.548499
0.647335,0.615082,0.572924
0.482432,0.647335,0.595228
0.492761,0.482432,0.467505
0.516415,0.492761,0.486526
0.457033,0.516415,0.505458
0.481657,0.457033,0.46113
0.716906,0.481657,0.474654
0.717144,0.716906,0.63912
0.607453,0.717144,0.640936
0.360622,0.607453,0.570921
0.303055,0.360622,0.362042
0.20407,0.303055,0.309355
0.10921,0.20407,0.225658
0.0729108,0.10921,0.14104
0.0818824,0.0729108,0.104147
0.0785721,0.0818824,0.0996868
0.0787709,0.0785721,0.0940337
0.0635416,0.0787709,0.0903835
0.0621499,0.0635416,0.0729057
0.0581984,0.0621499,0.0691717
0.0630843,0.0581984,0.0643932
0.0912168,0.0630843,0.0693948
0.0765889,0.0912168,0.0948286
