#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.232113,0.204626,0.206811
0.271185,0.232113,0.235098
0.531301,0.271185,0.269731
0.353569,0.531301,0.480893
0.248098,0.353569,0.339329
0.209691,0.248098,0.246795
0.231879,0.209691,0.213895
0.440507,0.231879,0.23628
0.448454,0.440507,0.415835
0.429999,0.448454,0.422926
0.24679,0.429999,0.407381
0.243908,0.24679,0.25054
0.221874,0.243908,0.248744
0.223365,0.221874,0.229046
0.22676,0.223365,0.229148
0.258779,0.22676,0.231281
0.335522,0.258779,0.259098
0.273143,0.335522,0.324826
0.204979,0.273143,0.270334
0.184427,0.204979,0.209425
0.203652,0.184427,0.192675
0.307603,0.203652,0.212477
0.258605,0.307603,0.305095
0.156086,0.258605,0.260247
