#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00587004,0.00587004,0.00756116
0.00587004,0.00587004,0.00745798
0.00587004,0.00587004,0.00509652
0.00587004,0.00587004,0.00504923
0.00587004,0.00587004,0.00498306
0.00587004,0.00587004,0.00436417
0.00587004,0.00587004,0.00367785
0.00587004,0.00587004,0.00326285
0.00587004,0.00587004,0.00318207
0.00587004,0.00587004,0.00362973
0.00587004,0.00587004,0.00437011
0.00587004,0.00587004,0.00491661
0.00587004,0.00587004,0.00479339
0.00587004,0.00587004,0.00525578
0.00587004,0.00587004,0.00546708
0.00587004,0.00587004,0.00571364
0.00587004,0.00587004,0.00617723
0.00587004,0.00587004,0.00667798
0.00587004,0.00587004,0.00677991
0.00587004,0.00587004,0.00690793
0.00587004,0.00587004,0.00738159
0.00587004,0.00587004,0.00811498
0.00587004,0.00587004,0.00827924
0.00587004,0.00587004,0.00885931
