#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0290818,0.0409462,0.0180354
0.0232515,0.0290818,0.0199246
0.0333315,0.0232515,0.020013
0.0362591,0.0333315,0.0300785
0.0299019,0.0362591,0.0347508
0.0334955,0.0299019,0.0326134
0.0335452,0.0334955,0.036412
0.0280629,0.0335452,0.0372086
0.0386349,0.0280629,0.0338462
0.0288333,0.0386349,0.0420761
0.0268103,0.0288333,0.0362361
0.0106913,0.0268103,0.0361841
0.0187036,0.0106913,0.0252462
0.0311594,0.0187036,0.0347115
0.032079,0.0311594,0.0437794
0.0482079,0.032079,0.0477684
0.046011,0.0482079,0.0585804
0.0574578,0.046011,0.0553714
0.0519457,0.0574578,0.0629435
0.0417464,0.0519457,0.0579113
0.0551367,0.0417464,0.049573
0.0691979,0.0551367,0.0598487
0.0547142,0.0691979,0.0721029
0.0397433,0.0547142,0.0604163
