#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.43907,0.412668,0.387896
0.398328,0.43907,0.408148
0.338817,0.398328,0.376531
0.553668,0.338817,0.328766
0.571149,0.553668,0.48839
0.514183,0.571149,0.499514
0.507185,0.514183,0.462698
0.566313,0.507185,0.459109
0.528443,0.566313,0.498378
0.498039,0.528443,0.473701
0.447411,0.498039,0.453385
0.302678,0.447411,0.416694
0.283571,0.302678,0.299768
0.255836,0.283571,0.282916
0.165917,0.255836,0.257315
0.253958,0.165917,0.171996
0.20313,0.253958,0.255222
0.174685,0.20313,0.206416
0.180585,0.174685,0.179631
0.187762,0.180585,0.185508
0.231969,0.187762,0.19316
0.262581,0.231969,0.234686
0.268069,0.262581,0.261045
0.175912,0.268069,0.264582
