#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0636708,0.0541525,0.0553999
0.062796,0.0636708,0.0670767
0.0386797,0.062796,0.0664311
0.0594709,0.0386797,0.0458893
0.0838159,0.0594709,0.0639906
0.0942438,0.0838159,0.0880406
0.100999,0.0942438,0.0993485
0.0911273,0.100999,0.106436
0.114354,0.0911273,0.0976961
0.128545,0.114354,0.119303
0.146304,0.128545,0.133333
0.140061,0.146304,0.150566
0.129678,0.140061,0.144884
0.160355,0.129678,0.13458
0.147472,0.160355,0.162782
0.129086,0.147472,0.152387
0.118634,0.129086,0.134264
0.134479,0.118634,0.124791
0.136189,0.134479,0.139076
0.132829,0.136189,0.139993
0.129504,0.132829,0.137516
0.128942,0.129504,0.134065
0.126571,0.128942,0.133103
0.140101,0.126571,0.130658
