#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.113574,0.112435,0.118317
0.127376,0.113574,0.119801
0.150146,0.127376,0.132718
0.202151,0.150146,0.154174
0.161285,0.202151,0.204057
0.106188,0.161285,0.168918
0.15784,0.106188,0.116875
0.167403,0.15784,0.162847
0.173949,0.167403,0.172935
0.174312,0.173949,0.178958
0.147005,0.174312,0.179237
0.129375,0.147005,0.154807
0.167885,0.129375,0.137009
0.226049,0.167885,0.172477
0.253401,0.226049,0.22736
0.252969,0.253401,0.254886
0.294571,0.252969,0.255335
0.292916,0.294571,0.294937
0.253143,0.292916,0.294543
0.209602,0.253143,0.257187
0.183974,0.209602,0.215679
0.180654,0.183974,0.190829
0.185222,0.180654,0.18662
0.193334,0.185222,0.190931
