date,n_members,dispersion,ensemble_rank_ic,mean_member_rank_ic
2020-01-02,16,0.507934,0.145269,0.118655
2020-01-03,16,0.500725,0.215040,0.149634
2020-01-06,16,0.458836,0.027180,0.025222
2020-01-07,16,0.513017,-0.132251,-0.085090
2020-01-08,16,0.436953,0.100319,0.063721
2020-01-09,16,0.394331,-0.136038,-0.091915
2020-01-10,16,0.422507,0.124913,0.080078
2020-01-13,16,0.403184,0.092823,0.052635
2020-01-14,16,0.397331,-0.097051,-0.065744
2020-01-15,16,0.394954,-0.304737,-0.206437
2020-01-16,16,0.451615,0.079760,0.070254
2020-01-17,16,0.422787,-0.049655,-0.040763
2020-01-21,16,0.423815,-0.287779,-0.213433
2020-01-22,16,0.489460,0.021321,0.014195
2020-01-23,16,0.260235,-0.059117,-0.040546
2020-01-24,16,0.255956,-0.478125,-0.270696
2020-01-27,16,0.314630,-0.438869,-0.249142
2020-01-28,16,0.274624,0.075109,0.038476
2020-01-29,16,0.277584,-0.385411,-0.215024
2020-01-30,16,0.386470,0.120726,0.088061
2020-01-31,16,0.318487,-0.142953,-0.069274
2020-02-03,16,0.361183,-0.034815,-0.037069
2020-02-04,16,0.347657,0.172345,0.116873
2020-02-05,16,0.349287,0.595179,0.375642
2020-02-06,16,0.209629,-0.326354,-0.173061
2020-02-07,16,0.399309,-0.202757,-0.131429
2020-02-10,16,0.344336,-0.178684,-0.121639
2020-02-11,16,0.371517,0.500420,0.322263
2020-02-12,16,0.262724,0.117995,0.056357
2020-02-13,16,0.242577,-0.161116,-0.083986
2020-02-14,16,0.310799,-0.486398,-0.290006
2020-02-18,16,0.338018,-0.021130,0.006026
2020-02-19,16,0.300018,0.190257,0.112365
2020-02-20,16,0.231601,-0.006098,0.005402
2020-02-21,16,0.187875,-0.193138,-0.089076
2020-02-24,16,0.194324,-0.363475,-0.185204
2020-02-25,16,0.179242,-0.432972,-0.211160
2020-02-26,16,0.214679,-0.330132,-0.166707
2020-02-27,16,0.269681,0.269167,0.132997
2020-02-28,16,0.079052,0.081589,0.023325
2020-03-02,16,0.064500,-0.121596,-0.034820
2020-03-03,16,0.197993,-0.197512,-0.098463
2020-03-04,16,0.123171,-0.578831,-0.243788
2020-03-05,16,0.228237,-0.665402,-0.349073
2020-03-06,16,0.135021,0.010805,0.028734
2020-03-09,16,0.061669,-0.442470,-0.148760
2020-03-10,16,0.048051,0.324866,0.117559
2020-03-11,16,0.141693,-0.030733,0.016025
2020-03-12,16,0.086071,-0.580416,-0.217391
2020-03-13,16,0.039006,0.115110,0.038517
2020-03-16,16,0.242724,-0.086579,-0.035951
2020-03-17,16,0.041167,-0.248535,-0.079003
2020-03-18,16,0.354158,-0.296869,-0.178737
2020-03-19,16,0.071145,0.645840,0.230216
2020-03-20,16,0.138569,0.102250,0.011771
2020-03-23,16,0.097248,0.038755,-0.002323
2020-03-24,16,0.114110,0.426393,0.159574
2020-03-25,16,0.195281,-0.020361,-0.018698
2020-03-26,16,0.112571,0.219021,0.092803
2020-03-27,16,0.058036,-0.415972,-0.154666
2020-03-30,16,0.070570,-0.334710,-0.119019
2020-03-31,16,0.128763,-0.065404,-0.019179
2020-04-01,16,0.077914,-0.433586,-0.160642
2020-04-02,16,0.073343,-0.254508,-0.073661
2020-04-03,16,0.082894,-0.534864,-0.197308
2020-04-06,16,0.096272,0.587744,0.224481
2020-04-07,16,0.140095,0.266436,0.099744
2020-04-08,16,0.025166,0.405753,0.106525
2020-04-09,16,0.052905,0.331156,0.117023
2020-04-13,16,0.046002,-0.026752,-0.003193
2020-04-14,16,0.047865,-0.047309,-0.010996
2020-04-15,16,0.033548,-0.087451,-0.015774
2020-04-16,16,0.066824,0.045237,0.018788
2020-04-17,16,0.029976,-0.239729,-0.056597
2020-04-20,16,0.085462,0.069775,0.029868
2020-04-21,16,0.084480,-0.025742,-0.002551
2020-04-22,16,0.082273,-0.123280,-0.041942
2020-04-23,16,0.075653,0.192859,0.071927
2020-04-24,16,0.098904,-0.260523,-0.116093
2020-04-27,16,0.078129,0.018876,0.000060
2020-04-28,16,0.091026,-0.093301,-0.048334
2020-04-29,16,0.110957,-0.537518,-0.228091
2020-04-30,16,0.112211,0.249382,0.115615
2020-05-01,16,0.156816,0.502389,0.229832
2020-05-04,16,0.083610,-0.259809,-0.102899
2020-05-05,16,0.088307,0.023290,0.019202
