date,n_members,dispersion,ensemble_rank_ic,mean_member_rank_ic
2020-01-02,8,0.323890,-0.071705,-0.064850
2020-01-03,8,0.323104,-0.262031,-0.189628
2020-01-06,8,0.287052,0.059887,0.078873
2020-01-07,8,0.283804,-0.043461,-0.030540
2020-01-08,8,0.269669,-0.045238,-0.045186
2020-01-09,8,0.344092,-0.355097,-0.226675
2020-01-10,8,0.338234,-0.239819,-0.152377
2020-01-13,8,0.307635,0.341593,0.195318
2020-01-14,8,0.418535,0.184700,0.157995
2020-01-15,8,0.396381,-0.056907,-0.019100
2020-01-16,8,0.231880,0.288459,0.186623
2020-01-17,8,0.257404,-0.288822,-0.187542
2020-01-21,8,0.153755,-0.113059,-0.047779
2020-01-22,8,0.234889,0.266663,0.174701
2020-01-23,8,0.265082,-0.211737,-0.139990
2020-01-24,8,0.314708,-0.433666,-0.277383
2020-01-27,8,0.399098,-0.616703,-0.413517
2020-01-28,8,0.477544,0.537906,0.402077
2020-01-29,8,0.500055,-0.232382,-0.155246
2020-01-30,8,0.523560,0.042113,0.038932
2020-01-31,8,0.452032,-0.499724,-0.363217
2020-02-03,8,0.315884,0.080868,0.051837
2020-02-04,8,0.456303,0.646049,0.472077
2020-02-05,8,0.495044,0.492353,0.356615
2020-02-06,8,0.495750,-0.215051,-0.155318
2020-02-07,8,0.300809,-0.656934,-0.415990
2020-02-10,8,0.289168,-0.099467,-0.076867
2020-02-11,8,0.345351,0.583758,0.380828
2020-02-12,8,0.289151,0.318855,0.193553
2020-02-13,8,0.306153,-0.515859,-0.332713
2020-02-14,8,0.540014,-0.515644,-0.370060
2020-02-18,8,0.522984,-0.164926,-0.128076
2020-02-19,8,0.543770,0.461450,0.342917
2020-02-20,8,0.478004,0.160843,0.125234
2020-02-21,8,0.472684,-0.252215,-0.154070
2020-02-24,8,0.384823,-0.631402,-0.405738
2020-02-25,8,0.365289,-0.355320,-0.236050
2020-02-26,8,0.405522,-0.274196,-0.188127
2020-02-27,8,0.372578,-0.065223,-0.037815
2020-02-28,8,0.384404,0.511598,0.352077
2020-03-02,8,0.315805,-0.327763,-0.216086
2020-03-03,8,0.315795,-0.186918,-0.113950
2020-03-04,8,0.213692,-0.366286,-0.197323
2020-03-05,8,0.254450,-0.525034,-0.294202
2020-03-06,8,0.189580,-0.255601,-0.178932
2020-03-09,8,0.152478,-0.376143,-0.186711
2020-03-10,8,0.071934,0.376546,0.162478
2020-03-11,8,0.148074,-0.348701,-0.200276
2020-03-12,8,0.224691,-0.349413,-0.196406
2020-03-13,8,0.200114,0.441109,0.253497
2020-03-16,8,-0.002507,-0.096530,-0.029851
2020-03-17,8,0.059643,-0.345429,-0.140564
2020-03-18,8,0.197557,-0.208317,-0.115560
2020-03-19,8,0.137235,0.359620,0.190984
2020-03-20,8,0.062836,0.123805,0.065060
2020-03-23,8,0.132900,-0.196504,-0.123782
2020-03-24,8,0.145635,0.109689,0.075990
2020-03-25,8,0.186348,0.042693,0.000990
2020-03-26,8,0.071278,0.101191,0.022485
2020-03-27,8,0.062819,0.005812,0.005138
2020-03-30,8,-0.011730,-0.039050,-0.022821
2020-03-31,8,-0.032626,0.146752,0.057203
2020-04-01,8,-0.012310,-0.063971,-0.020288
2020-04-02,8,-0.002548,0.055138,0.033409
2020-04-03,8,0.033212,0.115799,0.014214
2020-04-06,8,-0.002946,0.232932,0.070960
2020-04-07,8,0.074224,-0.100043,-0.068139
2020-04-08,8,0.045162,-0.192239,-0.080624
2020-04-09,8,0.040937,0.008260,0.025240
2020-04-13,8,-0.011610,0.128338,0.040996
2020-04-14,8,0.000517,0.123241,0.033016
2020-04-15,8,-0.004573,0.087497,0.020736
2020-04-16,8,-0.013758,-0.010182,0.006038
2020-04-17,8,-0.011592,0.052922,0.011871
2020-04-20,8,-0.009760,-0.141808,-0.031952
2020-04-21,8,0.079120,0.062863,0.029861
2020-04-22,8,0.099914,0.091010,0.037723
2020-04-23,8,0.053272,-0.053892,-0.026376
2020-04-24,8,0.082175,0.033520,0.017966
2020-04-27,8,0.114485,0.068489,0.025539
2020-04-28,8,0.264584,0.353142,0.232406
2020-04-29,8,0.199552,0.090191,0.050111
2020-04-30,8,0.195797,-0.135290,-0.066616
2020-05-01,8,0.197947,0.079049,0.019201
2020-05-04,8,0.180765,-0.331556,-0.188091
2020-05-05,8,-0.008232,-0.004323,0.015450
2020-05-06,8,0.034169,-0.266174,-0.132917
2020-05-07,8,0.072547,0.302760,0.129460
2020-05-08,8,0.086013,0.437821,0.194298
2020-05-11,8,0.074197,-0.321550,-0.142473
2020-05-12,8,0.028398,-0.280349,-0.107940
2020-05-13,8,-0.058266,-0.198108,-0.066671
2020-05-14,8,-0.034942,0.410367,0.132101
2020-05-15,8,-0.040809,-0.021998,-0.003794
2020-05-18,8,-0.003661,0.091590,0.045721
2020-05-19,8,0.056128,0.022283,0.035162
2020-05-20,8,0.092019,0.063057,0.032377
2020-05-21,8,0.107724,0.369090,0.153986
2020-05-22,8,0.039760,0.012104,0.016291
2020-05-26,8,0.089052,0.340195,0.156339
2020-05-27,8,0.119129,0.227516,0.126663
2020-05-28,8,0.053856,0.168908,0.059287
2020-05-29,8,0.102998,-0.257504,-0.126471
2020-06-01,8,0.192224,0.673086,0.362005
2020-06-02,8,0.087810,0.165930,0.071128
2020-06-03,8,0.076467,0.182932,0.105870
2020-06-04,8,0.074299,-0.092503,-0.027071
2020-06-05,8,0.085639,0.019597,0.015282
2020-06-08,8,0.047518,-0.061277,-0.027479
2020-06-09,8,0.069010,0.314210,0.142389
2020-06-10,8,0.074634,-0.197901,-0.101005
2020-06-11,8,0.127483,-0.307201,-0.161813
2020-06-12,8,0.219265,0.502641,0.271411
2020-06-15,8,0.083917,0.306455,0.130674
2020-06-16,8,0.140369,0.022576,0.028064
2020-06-17,8,0.149892,0.113726,0.061921
2020-06-18,8,0.153733,-0.088901,-0.072473
2020-06-19,8,0.219221,0.234096,0.098199
2020-06-22,8,0.188688,-0.304944,-0.129760
2020-06-23,8,0.202765,0.111847,0.060324
2020-06-24,8,0.113819,0.210696,0.097234
2020-06-25,8,0.091891,-0.005091,-0.003741
2020-06-26,8,0.203769,0.079958,0.041175
2020-06-29,8,0.118428,0.574440,0.261182
2020-06-30,8,-0.002041,0.059504,0.031122
2020-07-01,8,0.185680,0.098206,0.054742
2020-07-02,8,0.139036,-0.073283,-0.026327
2020-07-06,8,0.262665,0.162784,0.094646
2020-07-07,8,0.277386,-0.420737,-0.267527
2020-07-08,8,0.398676,0.050044,0.051140
2020-07-09,8,0.632622,-0.626023,-0.531128
2020-07-10,8,0.559232,0.545935,0.437743
2020-07-13,8,0.501149,0.031550,0.032305
2020-07-14,8,0.373888,-0.097342,-0.087875
2020-07-15,8,0.442960,0.477922,0.344442
2020-07-16,8,0.234992,-0.330140,-0.173133
2020-07-17,8,0.379636,-0.388840,-0.271981
2020-07-20,8,0.442000,-0.280136,-0.230852
2020-07-21,8,0.506678,0.529546,0.428247
2020-07-22,8,0.246802,-0.319301,-0.182197
2020-07-23,8,0.441842,-0.062098,-0.038151
2020-07-24,8,0.413970,-0.013158,-0.011885
2020-07-27,8,0.363499,-0.056623,-0.042161
2020-07-28,8,0.444901,0.095476,0.073037
2020-07-29,8,0.298072,0.316227,0.183794
2020-07-30,8,0.195726,-0.263026,-0.140013
2020-07-31,8,0.326872,-0.123364,-0.085130
2020-08-03,8,0.273208,0.086149,0.047753
2020-08-04,8,0.218252,0.117218,0.090330
2020-08-05,8,0.302077,0.503782,0.312665
2020-08-06,8,0.240213,-0.114398,-0.059460
2020-08-07,8,0.210094,0.200552,0.109772
2020-08-10,8,0.212365,0.008549,-0.017803
2020-08-11,8,0.251065,0.249514,0.146615
2020-08-12,8,0.165683,-0.256850,-0.115558
2020-08-13,8,0.198762,-0.141862,-0.065714
2020-08-14,8,0.344867,-0.038948,-0.028079
2020-08-17,8,0.297602,-0.219308,-0.097815
2020-08-18,8,0.301224,-0.173178,-0.105486
2020-08-19,8,0.324908,0.036739,0.020120
2020-08-20,8,0.146702,0.034629,0.004394
2020-08-21,8,0.229302,-0.417513,-0.240300
2020-08-24,8,0.277736,0.261868,0.141681
2020-08-25,8,0.083838,0.271780,0.129616
2020-08-26,8,0.077174,-0.314015,-0.142413
2020-08-27,8,0.198817,0.442491,0.247707
2020-08-28,8,0.137496,-0.383900,-0.182125
2020-08-31,8,0.177637,0.021156,0.015072
2020-09-01,8,0.145320,0.095721,0.047107
2020-09-02,8,0.138031,0.107573,0.057479
2020-09-03,8,0.111363,-0.034770,-0.014850
2020-09-04,8,0.071014,-0.295964,-0.100060
2020-09-08,8,0.090111,-0.044376,-0.005726
2020-09-09,8,0.037520,-0.095044,-0.047383
2020-09-10,8,0.137654,0.170777,0.107395
2020-09-11,8,0.005506,-0.127839,-0.038178
2020-09-14,8,0.024722,0.340754,0.112696
2020-09-15,8,0.037426,-0.060127,-0.020440
2020-09-16,8,0.024273,0.174924,0.081405
2020-09-17,8,0.053728,0.097825,0.050973
2020-09-18,8,0.030523,0.109459,0.035786
2020-09-21,8,-0.010677,0.121029,0.028752
2020-09-22,8,-0.013318,-0.159687,-0.031261
2020-09-23,8,-0.010259,-0.195414,-0.062893
2020-09-24,8,-0.028897,-0.066716,-0.032389
2020-09-25,8,0.046297,0.423737,0.179599
2020-09-28,8,0.064179,0.224896,0.094495
2020-09-29,8,0.030639,0.033952,0.014495
2020-09-30,8,0.106294,0.018105,0.021643
2020-10-01,8,0.090617,0.121890,0.080597
2020-10-02,8,0.105217,0.192939,0.076903
