date,n_members,dispersion,ensemble_rank_ic,mean_member_rank_ic
2020-01-02,64,0.204468,-0.007155,-0.018415
2020-01-03,64,0.181645,-0.428246,-0.189270
2020-01-06,64,0.160116,0.213210,0.105916
2020-01-07,64,0.220046,0.131813,0.046872
2020-01-08,64,0.173584,0.021176,0.001270
2020-01-09,64,0.188923,-0.293940,-0.138417
2020-01-10,64,0.207880,-0.323601,-0.143757
2020-01-13,64,0.177612,0.039617,0.034306
2020-01-14,64,0.280775,0.203649,0.113920
2020-01-15,64,0.220748,0.147711,0.069734
2020-01-16,64,0.214523,0.321400,0.152281
2020-01-17,64,0.273906,-0.340600,-0.189652
2020-01-21,64,0.219519,-0.113758,-0.040424
2020-01-22,64,0.240392,0.185210,0.150007
2020-01-23,64,0.181154,0.057146,0.025364
2020-01-24,64,0.196262,-0.242065,-0.106322
2020-01-27,64,0.173738,-0.397071,-0.179267
2020-01-28,64,0.130556,0.214118,0.087866
2020-01-29,64,0.285197,-0.140936,-0.074011
2020-01-30,64,0.202858,-0.165094,-0.068612
2020-01-31,64,0.268475,-0.471116,-0.257870
2020-02-03,64,0.246402,0.127203,0.068397
2020-02-04,64,0.365050,0.564562,0.350757
2020-02-05,64,0.323481,0.328843,0.167930
2020-02-06,64,0.234161,-0.220269,-0.099811
2020-02-07,64,0.306016,-0.353277,-0.205399
2020-02-10,64,0.273390,0.112989,0.067593
2020-02-11,64,0.351597,0.436927,0.235023
2020-02-12,64,0.352936,0.244178,0.154391
2020-02-13,64,0.265332,-0.441633,-0.235322
2020-02-14,64,0.256652,-0.378112,-0.202711
2020-02-18,64,0.261008,-0.069057,-0.042678
2020-02-19,64,0.289883,0.405906,0.214473
2020-02-20,64,0.294463,-0.100987,-0.052168
2020-02-21,64,0.254057,-0.235204,-0.112435
2020-02-24,64,0.292146,-0.568019,-0.313395
2020-02-25,64,0.173888,-0.322945,-0.138571
2020-02-26,64,0.248988,-0.069868,-0.038645
2020-02-27,64,0.255860,0.014022,0.011320
2020-02-28,64,0.245909,0.441019,0.216977
2020-03-02,64,0.195870,-0.226026,-0.105392
2020-03-03,64,0.176534,-0.209796,-0.102878
2020-03-04,64,0.183414,-0.149247,-0.063170
2020-03-05,64,0.182475,-0.151840,-0.059960
2020-03-06,64,0.201493,-0.138247,-0.055031
2020-03-09,64,0.209766,0.011381,0.020567
2020-03-10,64,0.386998,-0.449038,-0.341016
2020-03-11,64,0.201913,-0.489808,-0.234187
2020-03-12,64,0.211268,-0.026170,-0.032721
2020-03-13,64,0.453746,-0.292252,-0.197194
2020-03-16,64,0.272189,-0.196831,-0.112464
2020-03-17,64,0.547973,-0.092917,-0.029136
2020-03-18,64,0.325824,-0.099402,-0.061407
2020-03-19,64,0.511681,-0.257911,-0.217272
2020-03-20,64,0.203197,0.366146,0.164541
2020-03-23,64,0.322841,-0.041345,-0.007982
2020-03-24,64,0.164520,0.177527,0.079477
2020-03-25,64,0.229562,-0.199328,-0.061128
2020-03-26,64,0.148479,0.222100,0.093910
2020-03-27,64,0.301179,-0.092917,-0.057151
2020-03-30,64,0.180020,0.186459,0.091242
2020-03-31,64,0.123509,0.075344,0.026484
2020-04-01,64,0.216341,-0.114096,-0.071625
2020-04-02,64,0.199462,0.123652,0.034409
2020-04-03,64,0.248731,-0.103001,-0.029660
2020-04-06,64,0.189198,0.111068,0.076497
2020-04-07,64,0.186187,0.162405,0.082320
2020-04-08,64,0.191367,-0.094934,-0.032916
2020-04-09,64,0.122701,0.213402,0.083007
2020-04-13,64,0.155589,-0.123361,-0.036410
2020-04-14,64,0.142980,0.104108,0.041053
2020-04-15,64,0.211113,-0.177239,-0.097253
2020-04-16,64,0.126804,0.150636,0.044817
2020-04-17,64,0.176544,0.083409,0.063301
2020-04-20,64,0.212695,-0.127107,-0.051861
2020-04-21,64,0.140058,0.029101,0.004178
2020-04-22,64,0.222147,0.075250,0.022456
2020-04-23,64,0.150830,0.118559,0.058591
2020-04-24,64,0.235607,-0.035486,-0.013531
2020-04-27,64,0.203586,0.120192,0.073124
2020-04-28,64,0.155448,0.272317,0.115829
2020-04-29,64,0.166515,0.171817,0.082197
2020-04-30,64,0.141015,-0.213253,-0.077066
2020-05-01,64,0.110330,-0.198848,-0.066926
2020-05-04,64,0.097644,-0.211770,-0.084767
2020-05-05,64,0.082487,-0.012869,0.002838
2020-05-06,64,0.101072,-0.261999,-0.083346
2020-05-07,64,0.098633,0.109873,0.045598
2020-05-08,64,0.164179,0.528547,0.219641
2020-05-11,64,0.185129,-0.341193,-0.157663
2020-05-12,64,0.234486,-0.526627,-0.260754
2020-05-13,64,0.234559,-0.660984,-0.337907
2020-05-14,64,0.259357,0.477851,0.240923
2020-05-15,64,0.305827,-0.144874,-0.083016
2020-05-18,64,0.200228,0.533541,0.239919
2020-05-19,64,0.213423,-0.025500,0.011984
2020-05-20,64,0.204318,0.343970,0.147256
2020-05-21,64,0.177951,0.316591,0.132840
2020-05-22,64,0.179633,-0.158323,-0.075828
2020-05-26,64,0.189304,0.184346,0.092415
2020-05-27,64,0.223633,0.232653,0.107104
2020-05-28,64,0.145401,-0.344250,-0.146730
2020-05-29,64,0.230431,-0.362497,-0.182113
2020-06-01,64,0.222788,0.543337,0.251389
2020-06-02,64,0.289560,0.219016,0.112981
2020-06-03,64,0.236464,0.527420,0.253546
2020-06-04,64,0.191208,0.215852,0.093839
2020-06-05,64,0.230223,0.456877,0.204718
2020-06-08,64,0.151108,-0.147423,-0.049058
2020-06-09,64,0.156835,0.164326,0.078557
2020-06-10,64,0.138265,0.330420,0.133121
2020-06-11,64,0.162965,0.205954,0.074790
2020-06-12,64,0.148260,-0.380282,-0.136422
2020-06-15,64,0.139098,0.133160,0.058867
2020-06-16,64,0.166531,-0.025978,-0.019563
2020-06-17,64,0.191928,0.051958,0.011778
2020-06-18,64,0.263799,-0.318607,-0.168409
2020-06-19,64,0.278471,0.236932,0.105831
2020-06-22,64,0.205365,-0.309107,-0.129745
