arm,panel,seed,source,n_days,rank_ic_1,rank_ic_se,rank_ic_t,net_pct,sharpe,mdd_pct,turnover,cost_pct
periodic_ridge_monthly,set2_core7,42,/Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/econ/results_econ/periodic_ridge_monthly/set2_core7_seed42/predictions.csv,1258,0.027079786185989583,0.006517803701951399,4.154740987041698,70.48211868892163,1.4007783107507128,20.961638932699035,0.14570978860510872,7.385789182298254
periodic_ridge_monthly,set3_core7,42,/Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/econ/results_econ/periodic_ridge_monthly/set3_core7_seed42/predictions.csv,1258,0.011190146393085363,0.00633408726747938,1.7666549134139777,23.110960971122804,0.35140709290830674,18.118820580669187,0.1321351663285308,6.087286196658745
periodic_ridge_monthly,set4_core7,42,/Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/econ/results_econ/periodic_ridge_monthly/set4_core7_seed42/predictions.csv,1257,0.028218251564563982,0.006007419493015059,4.697233412345164,64.01232015528576,1.331819283777551,17.079652797547134,0.1406402789273673,6.461926058848604
periodic_ridge_quarterly,set1_core7,42,/Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/econ/results_econ/periodic_ridge_quarterly/set1_core7_seed42/predictions.csv,1258,0.013755350360555654,0.006282126020125493,2.1896011503890325,54.75383633562979,0.7008318151743811,39.505432819660754,0.12272172907407844,5.738643997281417
periodic_ridge_quarterly,set2_core7,42,/Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/econ/results_econ/periodic_ridge_quarterly/set2_core7_seed42/predictions.csv,1258,0.027091123491927396,0.006516802177672877,4.157119205604231,70.88953315112823,1.4037979378893073,21.580919108993523,0.14557319284102577,7.3683548510883545
periodic_ridge_quarterly,set3_core7,42,/Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/econ/results_econ/periodic_ridge_quarterly/set3_core7_seed42/predictions.csv,1258,0.010037795036300376,0.0063722959444726624,1.5752242400177872,24.501977466811287,0.3597410143065842,20.128010381194535,0.13120853364712587,6.0171389104499005
periodic_ridge_quarterly,set4_core7,42,/Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/econ/results_econ/periodic_ridge_quarterly/set4_core7_seed42/predictions.csv,1257,0.028211682884771057,0.006009336654088345,4.694641773077856,64.86398679824909,1.3438822622266495,16.98569442540761,0.14057184999195094,6.458209579955342
periodic_ridge_yearly,set1_core7,42,/Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/econ/results_econ/periodic_ridge_yearly/set1_core7_seed42/predictions.csv,1258,0.014000943742764713,0.006294443502426874,2.224333848952101,57.39013599384969,0.7358714636661262,39.505432819660754,0.12280513213809423,5.733880758148736
periodic_ridge_yearly,set2_core7,42,/Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/econ/results_econ/periodic_ridge_yearly/set2_core7_seed42/predictions.csv,1258,0.027050736808274814,0.0065245495748960354,4.145992991202898,72.29947113990943,1.4094348009935271,21.580919108993523,0.14539540522529124,7.360534355460272
periodic_ridge_yearly,set3_core7,42,/Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/econ/results_econ/periodic_ridge_yearly/set3_core7_seed42/predictions.csv,1258,0.012357772069152485,0.006125920090062238,2.01729240464626,42.56798489191117,0.5977648864135006,20.128010381194535,0.12212741008866884,5.485765732478286
