suite,strategy,panel,seed,net_pct,sharpe,mdd_pct,turnover,cost_pct,n_days
8isl,banded25,set1,44,3.5994930432399106,0.039543771776542516,33.57566642299169,0.1492663444790583,7.204914241880877,1249
8isl,beta_neutral,set1,44,16.535749037859645,0.19145320842144536,31.91539162683606,0.16028557694100423,7.015477679386795,1249
8isl,long_only,set1,44,61.518959923392316,0.4869146268498905,55.623704030129275,0.06629985436191937,3.419202655003869,1249
8isl,sleeves_reg,set2,42,61.97835697297158,0.7840841740212972,24.33918905729672,0.1359713460186585,6.971698763945992,1251
8isl,sleeves_h5,set2,42,53.762587450799174,0.6265668441247513,31.183482340343733,0.26133776163923605,13.47322566371343,1251
8isl,rank_weight,set2,42,63.15510676556541,0.7045886875350569,30.922280149253297,0.14947280726779208,7.887989191195133,1251
8isl,banded15,set2,42,60.38948794884412,0.5612439929672718,29.90360267873427,0.44680319719809725,23.89028641249728,1251
8isl,banded25,set2,42,54.617662832615956,0.5253673471006627,31.54050492479411,0.20607416095675465,11.978339176627111,1251
8isl,beta_neutral,set2,42,19.03668495562573,0.2216915609057073,31.93140375025994,0.17069831398034485,8.247928046285828,1251
8isl,long_only,set2,42,113.5960720656354,0.8132461122063415,48.05417741261984,0.06542692413947766,4.093987168638672,1251
8isl,sleeves_reg,set2,43,40.195272991554525,0.6889347227862428,15.04115161180227,0.13535676807130162,6.806623956723768,1251
8isl,sleeves_h5,set2,43,42.89730900869227,0.6669079593504128,17.638850461207664,0.24764821547563368,12.519271844570317,1251
