islands,n_seeds,net,net_se,sharpe,sharpe_sd,worst_sharpe
10,10,19.852806630101803,1.724026039493718,0.8761947093863214,0.22664013324083365,0.5292244675912007
20,10,27.2684805106322,1.1273572551406592,1.1064032345585573,0.15660049898912914,0.8518421362065993
30,10,26.249012586874393,0.909798915346824,1.0149777462628713,0.1189070199242815,0.7196467315286827
40,10,27.514874434805527,1.0943288363626689,1.0689399119109901,0.11224982771644312,0.8142753232127244
50,10,29.769290058794752,0.8349982573974544,1.1162322343833686,0.10922324171434626,0.9091982923929743
60,10,30.033676271303115,0.882973165365674,1.134913827457702,0.12566475420924725,0.91444458052474
