arm,n_days,alpha_bps_day,alpha_ann_pct,nw_t,mkt_beta
onenas_40isl,1252,3.148643138278241,7.9345807084611675,2.1366022104943614,0.1196532719419994
onenas_8isl,1252,2.1744777388129806,5.479683901808711,1.7630743215319984,0.09559162104081054
online_lstm,1258,2.0820172645668102,5.246683506708362,1.591046618532302,0.12987136924379858
online_gru,1258,1.5183057239451572,3.8261304243417964,1.3505647587444385,0.11946257228104577
periodic_lstm_monthly,1258,2.1537286464457206,5.427396189043216,1.7786257175612863,0.07926087312678307
ew_buy_hold,1258,0.6572936470818238,1.6563799906461958,0.40913634721253417,0.9694057204766682
