arm,panel,seed,year,n_days,net_pct,sharpe
periodic_lstm_yearly,set1_core7,43,2023,250,6.957470701374173,0.6344034447137363
periodic_lstm_yearly,set1_core7,43,2024,252,12.985534703838292,1.3934475813583396
periodic_lstm_yearly,set1_core7,44,2020,253,-17.307603105111745,-0.8326392197273932
periodic_lstm_yearly,set1_core7,44,2021,252,15.242354247112722,1.2101759001134356
periodic_lstm_yearly,set1_core7,44,2022,251,8.518074699020424,0.7082618887943162
periodic_lstm_yearly,set1_core7,44,2023,250,1.873065989084726,0.17379171718023792
periodic_lstm_yearly,set1_core7,44,2024,252,4.647317139206762,0.46623267648258243
periodic_lstm_yearly,set2_core7,42,2020,253,23.211859544106314,1.2703107919457755
periodic_lstm_yearly,set2_core7,42,2021,252,0.8578317770748753,0.11838380384731187
periodic_lstm_yearly,set2_core7,42,2022,251,9.373332406370539,1.0680351476576337
periodic_lstm_yearly,set2_core7,42,2023,250,9.360965237396988,1.261107635282704
periodic_lstm_yearly,set2_core7,42,2024,252,13.85446864603755,1.8977789803537735
periodic_lstm_yearly,set2_core7,43,2020,253,21.361537144861874,1.3173594101431108
periodic_lstm_yearly,set2_core7,43,2021,252,9.950960277330239,1.3767811798519909
periodic_lstm_yearly,set2_core7,43,2022,251,5.192289217672966,0.5212338626451938
periodic_lstm_yearly,set2_core7,43,2023,250,21.001188000811638,2.217940630553275
periodic_lstm_yearly,set2_core7,43,2024,252,11.79875267023664,1.72087542974041
periodic_lstm_yearly,set2_core7,44,2020,253,27.749345922271463,1.4237774451968654
periodic_lstm_yearly,set2_core7,44,2021,252,16.882519355043936,1.9676139622188416
periodic_lstm_yearly,set2_core7,44,2022,251,11.416079909714071,1.296794453704495
periodic_lstm_yearly,set2_core7,44,2023,250,2.516122471460789,0.259092359647337
periodic_lstm_yearly,set2_core7,44,2024,252,24.682774077727398,3.3863151300572696
periodic_lstm_yearly,set3_core7,42,2020,253,11.49769391124408,0.5558404069825242
periodic_lstm_yearly,set3_core7,42,2021,252,9.127960065771823,0.7284224322017201
periodic_lstm_yearly,set3_core7,42,2022,251,-7.055976174593229,-0.3620779038179325
periodic_lstm_yearly,set3_core7,42,2023,250,6.784970783015494,0.7954489985572001
periodic_lstm_yearly,set3_core7,42,2024,252,8.633396897627527,0.8614333002296389
periodic_lstm_yearly,set3_core7,43,2020,253,10.174749474001372,0.5599317342834242
periodic_lstm_yearly,set3_core7,43,2021,252,2.1527449557555025,0.18351666814660403
periodic_lstm_yearly,set3_core7,43,2022,251,-6.298937499467056,-0.5063085481696233
periodic_lstm_yearly,set3_core7,43,2023,250,-4.694815171092193,-0.4883275038369123
periodic_lstm_yearly,set3_core7,43,2024,252,0.5853439268078849,0.04068268400590806
periodic_lstm_yearly,set3_core7,44,2020,253,20.388723739828034,1.069380838053586
periodic_lstm_yearly,set3_core7,44,2021,252,0.8767583576621447,0.07627429010706493
periodic_lstm_yearly,set3_core7,44,2022,251,2.172992983354721,0.17130119532545648
periodic_lstm_yearly,set3_core7,44,2023,250,13.15772168021968,1.4467049767636884
periodic_lstm_yearly,set3_core7,44,2024,252,0.7364898570069185,0.06089994051781555
periodic_lstm_yearly,set4_core7,42,2020,252,12.391045746811724,0.6337377215509976
periodic_lstm_yearly,set4_core7,42,2021,252,15.987351415529524,1.963200615841192
periodic_lstm_yearly,set4_core7,42,2022,251,1.8975464736799466,0.19410170735055332
periodic_lstm_yearly,set4_core7,42,2023,250,16.098211502245555,2.013951798266029
periodic_lstm_yearly,set4_core7,42,2024,252,1.5511605220995872,0.1989647868924585
periodic_lstm_yearly,set4_core7,43,2020,252,12.107875660340017,0.6740708775037213
periodic_lstm_yearly,set4_core7,43,2021,252,13.419062580690774,1.4902474335654066
periodic_lstm_yearly,set4_core7,43,2022,251,-0.8844505048064583,-0.08625458976441419
periodic_lstm_yearly,set4_core7,43,2023,250,8.919745063879002,1.034749006900995
periodic_lstm_yearly,set4_core7,43,2024,252,-0.4008746865141882,-0.04789823126125121
periodic_lstm_yearly,set4_core7,44,2020,252,11.148686422965351,0.6542016261924305
periodic_lstm_yearly,set4_core7,44,2021,252,8.688847421238588,1.0153495957883552
periodic_lstm_yearly,set4_core7,44,2022,251,3.6349672257937193,0.4211233389897064
periodic_lstm_yearly,set4_core7,44,2023,250,13.430312601985317,1.4837847484321167
periodic_lstm_yearly,set4_core7,44,2024,252,6.742999641697667,1.0369626459488415
periodic_ridge_monthly,set1_core7,42,2020,253,3.71304103729597,0.14356645870008358
periodic_ridge_monthly,set1_core7,42,2021,252,17.79228429541473,1.7287098586313148
periodic_ridge_monthly,set1_core7,42,2022,251,14.54807853233252,1.1101585399789717
periodic_ridge_monthly,set1_core7,42,2023,250,5.582058047657198,0.4989634795141534
periodic_ridge_monthly,set1_core7,42,2024,252,12.642911408557822,1.1854735957878175
periodic_ridge_monthly,set2_core7,42,2020,253,23.169190946268508,1.3298594795617142
periodic_ridge_monthly,set2_core7,42,2021,252,15.51100662599168,2.2197283075820735
periodic_ridge_monthly,set2_core7,42,2022,251,10.254838756944135,1.269800448808303
periodic_ridge_monthly,set2_core7,42,2023,250,5.771838805585995,0.7931167092663312
periodic_ridge_monthly,set2_core7,42,2024,252,15.77524355413128,2.556863140525427
periodic_ridge_monthly,set3_core7,42,2020,253,7.087217087349118,0.3393226499278643
periodic_ridge_monthly,set3_core7,42,2021,252,1.0110902755197708,0.09079253825505428
periodic_ridge_monthly,set3_core7,42,2022,251,10.010292229185021,1.062203889110689
periodic_ridge_monthly,set3_core7,42,2023,250,5.386179451143367,0.6633035981335925
periodic_ridge_monthly,set3_core7,42,2024,252,-0.3838180720744159,-0.0308559413371242
periodic_ridge_monthly,set4_core7,42,2020,252,20.138880287878926,1.3152473976633912
