islands,panel,seed,net_pct,sharpe,mdd_pct
50,set2,46,44.20668217392063,1.5598455884168294,12.148145539621424
50,set2,47,32.7599010333076,1.051888446477036,14.483034142060221
50,set2,48,40.097152118562754,1.3989173589353052,11.158864538222526
50,set2,49,44.25092391929364,1.4774632859377912,12.409002078032797
50,set2,50,36.22155982736507,1.1552856603541037,14.727966236243677
50,set2,51,38.86448406743236,1.1993439036084048,13.33469704580228
50,set3,42,18.39861459948601,0.46350410454151614,21.038821767234158
50,set3,43,16.59703489891361,0.3712927744523608,25.158359846994305
50,set3,44,24.677342763922997,0.6005433850467372,24.585324491257495
50,set3,45,18.911345506007258,0.47796968819988667,20.722883605889432
50,set3,46,10.435755390509536,0.2790717732908112,21.320714805561295
50,set3,47,15.375411668001949,0.39561671349205235,16.947818581753367
50,set3,48,16.34073366803486,0.39240844248346346,23.462007297303174
50,set3,49,26.606398478540893,0.6722373523443134,20.868519746053604
50,set3,50,21.854427022513214,0.5504724276225553,15.825391762114045
50,set3,51,9.755246675527292,0.24145485646092876,19.960811514406114
50,set4,42,30.791865611674897,0.994462587442437,10.468792209070285
50,set4,43,30.83652323437055,1.0309505372810255,9.97242120751187
50,set4,44,31.513301106702734,1.1407825399114828,6.698435620374248
50,set4,45,30.730642684653198,1.0131425226996984,11.182289763289447
50,set4,46,30.51043096044638,1.0088415552115635,11.04122755105541
50,set4,47,37.023986505006576,1.3527145537610687,6.547322321876084
50,set4,48,31.214261379055085,1.0683383345520199,9.630807428536988
50,set4,49,39.87340436717196,1.4098229907230557,6.937058007147321
50,set4,50,40.2550949962589,1.3140826605161497,7.3742089672992215
50,set4,51,25.738429535747997,0.9012988994104307,8.733554176554994
60,set1,42,30.383937146156963,0.7488230510826336,11.805826018434335
60,set1,43,37.32673404830309,0.9474952041490265,10.233246309499329
60,set1,44,45.02343507986122,1.109488833293096,10.255131027955855
60,set1,45,39.46961729607231,0.998980352812165,9.573571615000029
60,set1,46,27.024136117036168,0.7157097108314969,12.716700302372699
60,set1,47,24.693365916576433,0.6291085384147549,10.10205066006569
60,set1,48,15.577167578135088,0.39117546408838944,13.340101509718693
60,set1,49,31.514876072258623,0.8685665330764004,10.298657888700596
60,set1,50,27.224914620370917,0.7056855704432162,10.523925949452828
60,set1,51,34.38160634643848,0.8865025207278571,10.377458973728348
60,set2,42,44.3488222170749,1.495153666200987,15.085028121470042
60,set2,43,37.42048083189529,1.178616072480088,12.185659193234555
60,set2,44,38.43646301731055,1.3154336684743495,13.544729364328234
60,set2,45,43.8449772018847,1.4308356263327113,13.314140234014571
