arm,panel,seed,window,book,net_pct,sharpe,mdd_pct,turnover,cost_pct
onenas_8isl,set1,47,2020-24,banded25,22.867511266646172,0.2703626765931475,20.691981076848506,0.06645848870678199,3.6779710017064544
onenas_8isl,set2,45,2022-24,sleeves_reg,29.101610994474612,1.2007284033229655,12.550292099257105,0.14535621409912042,3.8173019827086114
onenas_8isl,set2,45,2022-24,banded25,44.07345421509189,1.0421745046281523,18.06706197596154,0.3086986248663374,8.37216484501171
onenas_8isl,set2,45,2020-24,sleeves_reg,55.74606062298505,1.0281736658613136,15.863495854663034,0.1451478799114983,7.3357386565623335
onenas_8isl,set2,45,2020-24,banded25,83.80608236484278,0.9650368323987333,18.747273284802272,0.3012018213856664,15.647573460117805
onenas_8isl,set2,46,2022-24,sleeves_reg,30.04707196815084,0.8921470383068238,14.635311700670114,0.11068595820311224,2.8900952980493524
onenas_8isl,set2,46,2022-24,banded25,34.7260667757409,0.8441552227097329,15.649876792241498,0.06251186323620357,1.7529325784027663
onenas_8isl,set2,46,2020-24,sleeves_reg,57.44848685033309,0.867952330512918,22.733908847593533,0.11490158149079199,5.795024389654646
onenas_8isl,set2,46,2020-24,banded25,77.3247240693689,0.9430039304309593,23.783015985945248,0.07971943857387194,4.46119833500294
onenas_8isl,set2,47,2022-24,sleeves_reg,15.690290600617926,0.6593479472824627,15.2835627849654,0.14606747047615004,3.8068497817582196
onenas_8isl,set2,47,2022-24,banded25,12.908990535339898,0.3039106376510268,21.263719757040906,0.2713945309702747,7.372778755657254
onenas_8isl,set2,47,2020-24,sleeves_reg,31.150084584048017,0.579876858417153,18.656906170731627,0.14883416081555598,7.469239944440243
onenas_8isl,set2,47,2020-24,banded25,38.563902284447245,0.4144152212430277,24.41994321921883,0.2895065424467358,15.103244111274218
onenas_8isl,set3,45,2022-24,sleeves_reg,17.096371398246532,0.47496302059345963,13.710129132437723,0.12419743772521091,2.8872165248904635
onenas_8isl,set3,45,2022-24,banded25,21.130891289927913,0.43450445731567156,20.910072517906944,0.11550063839184462,2.9036120882232432
onenas_8isl,set3,45,2020-24,sleeves_reg,-3.8522394100177064,-0.057447899809739474,34.854057655590076,0.12269458985868513,5.623041590924039
onenas_8isl,set3,45,2020-24,banded25,40.80352610286545,0.4608141066056678,26.259451758153133,0.10962573817955969,5.428824608715365
onenas_8isl,set3,46,2022-24,sleeves_reg,-23.847449754170306,-0.7966553599572059,30.098016558922637,0.1473275289096246,3.437876274519978
onenas_8isl,set3,46,2022-24,banded25,-16.81694192066029,-0.3944381384280607,28.751803118495605,0.19037648384286793,4.406478509892584
onenas_8isl,set3,46,2020-24,sleeves_reg,-13.30314596709869,-0.2059525301210813,31.42610382324314,0.14481563912447873,6.511139623009097
onenas_8isl,set3,46,2020-24,banded25,25.43456567186948,0.29404057232934017,26.10997617082134,0.16692377765190664,7.319070380501546
onenas_8isl,set3,47,2022-24,sleeves_reg,4.161077362569602,0.1264602576531174,17.944267255494125,0.13102118774669708,3.0670151157914627
onenas_8isl,set3,47,2022-24,banded25,32.548453205019946,0.7651276980286663,26.739544243624835,0.08922706474926434,2.1399086789977524
onenas_8isl,set3,47,2020-24,sleeves_reg,23.775471985034883,0.3979871922381704,18.651518669939506,0.13153921272596197,6.0204445700455445
onenas_8isl,set3,47,2020-24,banded25,66.13551953669001,0.8347177929214445,21.045519821098036,0.09494983467743773,4.803807037809232
onenas_8isl,set4,45,2022-24,sleeves_reg,33.53197785071959,1.1494597119736987,10.2353400990766,0.11185449549247783,2.672001906391522
onenas_8isl,set4,45,2022-24,banded25,39.91291755209873,1.0920220955608853,9.88515298032891,0.05022736507591187,1.6392803804495764
onenas_8isl,set4,45,2020-24,sleeves_reg,49.733281754135184,0.7404794484443339,17.782790869362152,0.11363759964882156,5.236189529392515
onenas_8isl,set4,45,2020-24,banded25,49.44403262368039,0.6450404587071632,20.82887756591751,0.055868782964828494,3.0678482284712105
onenas_8isl,set4,46,2022-24,sleeves_reg,27.688264398344558,1.0241225583900124,6.2206127733047625,0.12775533562212776,2.9782179447429447
onenas_8isl,set4,46,2022-24,banded25,37.09953980771646,1.030254561547162,9.047535980860292,0.1182387492732867,2.839895243793244
onenas_8isl,set4,46,2020-24,sleeves_reg,52.21711386734626,0.8562301993440403,15.746801259202234,0.12512263116223576,5.631694216756001
onenas_8isl,set4,46,2020-24,banded25,59.9006682442635,0.7236866894228221,17.82942632214844,0.10337823676990043,4.786139229954301
onenas_8isl,set4,47,2022-24,sleeves_reg,33.8543473691264,1.3342865259129417,4.795723026703958,0.12174351387758497,2.8700402193967047
onenas_8isl,set4,47,2022-24,banded25,40.89525434905425,1.1757291591391121,8.031696147638579,0.13169125980747973,3.9908011230146254
onenas_8isl,set4,47,2020-24,sleeves_reg,35.3668813147432,0.5545512770366872,18.94432957082179,0.12197355101488418,5.5568333673364565
onenas_8isl,set4,47,2020-24,banded25,62.00357858435763,0.8028559970782908,18.378550173027346,0.12159244380621102,6.621573603709554
onenas_8isl,set1,48,2022-24,sleeves_reg,5.151532682073716,0.15038137722172162,14.778835476561133,0.114893019959206,2.715840749584709
onenas_8isl,set1,48,2022-24,banded25,14.029555712089087,0.3432946534395894,14.705361696911796,0.09416694927040398,2.2104958619989667
onenas_8isl,set1,48,2020-24,sleeves_reg,-17.279850567360484,-0.23800704529188732,45.793132469990425,0.11411332212262897,5.403089522707517
onenas_8isl,set1,48,2020-24,banded25,-2.197368242372915,-0.025253300478408427,45.40565350504502,0.0893823404833999,4.700808015660525
onenas_8isl,set1,49,2022-24,sleeves_reg,9.725226880629927,0.24206407130276367,14.33541332981262,0.1411803055065158,3.2834338576322155
onenas_8isl,set1,49,2022-24,banded25,-5.847062567498318,-0.10239050697714677,24.95370436380251,0.20122195822111205,4.763748282211398
onenas_8isl,set1,49,2020-24,sleeves_reg,-35.290385305937995,-0.4254278643718449,52.21636657436933,0.13907874066135162,6.382220844475006
onenas_8isl,set1,49,2020-24,banded25,-54.13543457369011,-0.5172670179717388,67.0951329636515,0.16899841212711436,7.5252569600523005
onenas_8isl,set1,50,2022-24,sleeves_reg,9.531182697015211,0.2526192438201661,11.162536431570015,0.1364141119084508,3.120023364595767
onenas_8isl,set1,50,2022-24,banded25,25.77989229957865,0.5241047365582472,14.575832527276525,0.15659085166177822,3.5545222404079397
onenas_8isl,set1,50,2020-24,sleeves_reg,1.1197372972841044,0.014801607961493912,42.00938122133673,0.1323769154391726,6.0409198557565995
onenas_8isl,set1,50,2020-24,banded25,4.142958504998922,0.04256863178166661,60.14388273715671,0.13583801087097722,6.315417267725097
onenas_8isl,set1,51,2022-24,sleeves_reg,24.912358490727392,0.7064500681837135,11.011633568571273,0.1261795642401418,2.8482833413510225
onenas_8isl,set1,51,2022-24,banded25,24.837949725725807,0.5414486776307912,17.325156161382257,0.11887586150550235,2.584852527125855
onenas_8isl,set1,51,2020-24,sleeves_reg,31.479586832534494,0.46100888826040937,35.19595763443089,0.12184859827187312,5.484667964303225
