generation,val_mse
0,0.971512193020023
1,0.971954195741868
2,0.9735400967169979
3,0.9733802746467061
4,0.9738324429446343
5,0.9732141692629673
6,0.9688211637804107
7,0.9702812616199118
8,0.9694239172856204
9,0.9695336007097631
10,0.9698824457376329
11,0.9734020473402875
12,0.9730599060867752
13,0.9714161094084637
14,0.9738382247471071
15,0.9711542233790147
16,0.9704294657410639
17,0.9695292673055156
18,0.9683579336906875
19,0.9691386303481808
20,0.9715718853803053
21,0.9710749410308064
22,0.974674708058411
23,0.9721246048701896
24,0.9710976057636515
25,0.9707362113776329
26,0.968561235992304
27,0.9634815519524002
28,0.9618144457955768
29,0.966287159688111
30,0.9692376066017299
31,0.9746015483966909
32,0.9756555840402575
33,0.9775089458853745
34,0.9742030051178282
35,0.9766056454226935
36,0.9744975670226239
37,0.97178913445278
38,0.9695097299073578
39,0.968065877534183
40,0.9624239219484755
41,0.9669481956225023
42,0.9679714527855982
43,0.9774331813938945
44,0.9734166946547613
45,0.9670219654803883
46,0.969217991460923
47,0.9705722312266205
48,0.9741233858461958
49,0.9757198011649723
50,0.9712494278697023
51,0.968074982054867
52,0.9689747942638623
53,1.974902315044742
54,0.9709872305634464
55,0.9757202242973361
56,0.9778751099941541
57,0.9794971759297207
58,0.9768030058349443
59,0.9731162165198639
60,0.9736788287626078
61,0.9727241466792457
62,0.9740676509492204
63,0.9691163859704403
64,0.9745166499340959
65,0.9731272362437234
66,0.9769545460766794
67,0.9735520468422377
68,1.9373664899329313
69,0.9724644569640777
70,0.9729564218706671
71,0.9733906470608055
72,0.9701991051977774
73,0.9724073411163077
74,0.9727279277407282
75,0.9715932517063028
76,0.9737145856741494
77,0.9742046375008967
78,1.624599710933743
79,1.9749077458146578
80,0.9780267076058715
81,0.9751315625612264
82,1.8572763058869832
83,0.9722582007437021
84,1.9749081723982442
85,0.9714847686311141
86,0.972446902135258
87,0.9753296060542058
88,0.9744206846729038
89,0.9743636636184576
90,0.9747227926626554
91,0.9766974146393098
92,0.97566733445732
93,0.9728931942313485
94,0.9739610991434772
95,0.9731993795368034
96,0.9734267090147738
97,1.9746238845250788
98,0.973392854418734
99,0.9742329498898936
100,0.9749648350628394
101,0.9749530335966851
102,1.9686400865094729
103,0.9713426517978299
104,0.969114274478368
105,0.9689362113460706
106,0.9698257792781132
107,0.9701279216311554
108,0.9697650033420565
109,0.9725224139087338
110,0.9730652578166378
111,0.973064674029566
112,0.9723577905578712
113,0.9693401225945605
114,0.9716503669424874
115,0.9689948953766951
116,0.9697296792947647
117,0.9686955928152391
118,0.9699755637168722
119,0.9696429918291398
120,0.9734888630309491
121,1.8931914405444261
122,0.9741239694970081
123,0.9735761316656674
124,0.9760672153072267
125,0.9748403159976161
126,0.9748071056641718
127,0.9746200513265115
128,0.9745078555693711
129,0.9742387017937497
130,0.9742932052007185
