date,n_members,dispersion,ensemble_rank_ic,mean_member_rank_ic
2020-01-02,8,0.385423,0.160200,0.114070
2020-01-03,8,0.482991,0.501020,0.373914
2020-01-06,8,0.287460,-0.331764,-0.194687
2020-01-07,8,0.389151,-0.145331,-0.113842
2020-01-08,8,0.441382,-0.003362,0.004130
2020-01-09,8,0.454642,-0.003746,-0.001128
2020-01-10,8,0.254581,-0.212895,-0.148583
2020-01-13,8,0.273504,0.153510,0.081957
2020-01-14,8,0.296073,-0.053408,0.002101
2020-01-15,8,0.201780,0.106623,0.047551
2020-01-16,8,0.277565,-0.061948,-0.032605
2020-01-17,8,0.252516,-0.276102,-0.150804
2020-01-21,8,0.277438,-0.176972,-0.098331
2020-01-22,8,0.399307,-0.247605,-0.163109
2020-01-23,8,0.338885,0.117944,0.031681
2020-01-24,8,0.282339,-0.412987,-0.259892
2020-01-27,8,0.353723,-0.462170,-0.289532
2020-01-28,8,0.374389,0.181386,0.124814
2020-01-29,8,0.184078,-0.019788,-0.003025
2020-01-30,8,0.309892,0.165690,0.112641
2020-01-31,8,0.275455,-0.321664,-0.197647
2020-02-03,8,0.494450,0.114540,0.085870
2020-02-04,8,0.483766,-0.001681,-0.043289
2020-02-05,8,0.422260,0.169969,0.137959
2020-02-06,8,0.276206,0.216769,0.142125
2020-02-07,8,0.535030,-0.102192,-0.076639
2020-02-10,8,0.276004,-0.196850,-0.123926
2020-02-11,8,0.303087,0.106183,0.048151
2020-02-12,8,0.228163,0.146175,0.069298
2020-02-13,8,0.264044,0.273461,0.163637
2020-02-14,8,0.257356,-0.239212,-0.145078
2020-02-18,8,0.181876,-0.074382,-0.029964
2020-02-19,8,0.157325,-0.115506,-0.061020
2020-02-20,8,0.243365,0.411708,0.268163
2020-02-21,8,0.132183,0.013016,0.027875
2020-02-24,8,0.126496,-0.375882,-0.187443
2020-02-25,8,0.133066,-0.382748,-0.212842
2020-02-26,8,0.043063,-0.306510,-0.127749
2020-02-27,8,0.163569,0.122238,0.052842
2020-02-28,8,0.047682,-0.074675,-0.009093
2020-03-02,8,0.152520,0.356524,0.203595
2020-03-03,8,0.139479,-0.089994,0.008055
2020-03-04,8,0.084672,-0.120975,-0.050180
2020-03-05,8,0.118309,-0.360846,-0.185186
2020-03-06,8,0.150657,-0.308882,-0.143301
2020-03-09,8,0.128139,-0.543101,-0.270624
2020-03-10,8,0.266781,0.618403,0.374862
2020-03-11,8,-0.022367,-0.104753,-0.036387
2020-03-12,8,0.146839,-0.600696,-0.304262
2020-03-13,8,0.237390,0.207109,0.100132
2020-03-16,8,0.096742,0.006436,0.001176
2020-03-17,8,-0.027529,-0.317410,-0.100420
2020-03-18,8,0.110355,-0.387024,-0.188980
2020-03-19,8,0.047762,0.391898,0.151477
2020-03-20,8,0.035644,0.010326,0.003770
2020-03-23,8,0.049377,-0.225104,-0.075558
2020-03-24,8,0.049846,0.136669,0.060886
2020-03-25,8,-0.027753,0.008838,0.015761
2020-03-26,8,0.017844,0.117848,0.030221
2020-03-27,8,0.007101,-0.087019,-0.042496
2020-03-30,8,0.030930,-0.366108,-0.151648
2020-03-31,8,0.004606,0.237591,0.096181
2020-04-01,8,-0.045311,0.117811,0.032453
2020-04-02,8,-0.046486,-0.099501,-0.027623
2020-04-03,8,-0.022863,0.051719,0.020702
2020-04-06,8,0.014006,-0.042117,-0.017105
2020-04-07,8,-0.064912,0.181185,0.062912
2020-04-08,8,-0.054704,-0.280334,-0.071490
2020-04-09,8,-0.050221,-0.078349,-0.030576
2020-04-13,8,-0.051168,0.202392,0.055957
2020-04-14,8,-0.077873,-0.062533,-0.033043
2020-04-15,8,0.001177,-0.298187,-0.090679
2020-04-16,8,-0.066364,-0.050572,-0.006217
2020-04-17,8,-0.054493,0.157009,0.049593
2020-04-20,8,-0.046555,0.011674,0.004228
2020-04-21,8,-0.029662,-0.094470,-0.045221
2020-04-22,8,-0.073922,-0.250919,-0.066194
2020-04-23,8,-0.072516,-0.125246,-0.028583
2020-04-24,8,-0.036093,0.018204,0.024934
2020-04-27,8,-0.066157,-0.002209,0.008487
2020-04-28,8,-0.071360,0.477824,0.124763
2020-04-29,8,-0.021832,0.214162,0.066627
2020-04-30,8,-0.052975,-0.181600,-0.054514
2020-05-01,8,-0.053939,0.048037,0.027611
2020-05-04,8,-0.051573,-0.094996,-0.024694
2020-05-05,8,-0.054149,-0.055954,-0.016267
2020-05-06,8,-0.064713,0.045444,0.028800
2020-05-07,8,-0.056083,0.080494,0.017767
2020-05-08,8,-0.026860,0.261304,0.072509
2020-05-11,8,-0.034227,-0.320423,-0.100108
2020-05-12,8,-0.051720,-0.050098,-0.007083
2020-05-13,8,-0.035047,-0.579424,-0.166279
2020-05-14,8,-0.042480,0.096942,0.036795
2020-05-15,8,0.027577,-0.232901,-0.109844
2020-05-18,8,-0.041519,0.332117,0.104094
2020-05-19,8,0.020336,-0.095490,-0.043733
2020-05-20,8,-0.029144,0.326488,0.111008
2020-05-21,8,-0.017781,0.225894,0.074142
2020-05-22,8,-0.060422,0.116652,0.043745
2020-05-26,8,-0.051459,0.061431,0.025654
2020-05-27,8,-0.035109,0.056093,0.020324
2020-05-28,8,-0.045965,0.110121,0.033205
2020-05-29,8,-0.002638,-0.098650,-0.039988
2020-06-01,8,0.040055,0.336439,0.140192
2020-06-02,8,-0.018018,0.155350,0.058668
2020-06-03,8,-0.006270,-0.037173,-0.009496
2020-06-04,8,0.040215,0.318181,0.129600
2020-06-05,8,0.032914,0.116085,0.040324
2020-06-08,8,-0.009419,0.059800,0.020439
2020-06-09,8,0.009556,-0.097310,-0.044994
2020-06-10,8,-0.017832,-0.071619,-0.031897
2020-06-11,8,-0.004181,-0.240346,-0.079712
2020-06-12,8,0.023080,0.230996,0.077335
2020-06-15,8,-0.012790,-0.030738,-0.016014
2020-06-16,8,-0.039842,-0.005284,0.017839
2020-06-17,8,-0.012629,-0.270064,-0.103890
2020-06-18,8,0.021487,-0.143365,-0.057131
2020-06-19,8,0.024167,-0.020702,-0.012425
2020-06-22,8,0.025670,-0.047019,-0.028626
2020-06-23,8,0.129892,0.013399,0.015618
2020-06-24,8,0.068307,-0.377885,-0.151405
2020-06-25,8,0.140526,-0.165202,-0.094220
2020-06-26,8,0.095538,-0.308416,-0.142473
2020-06-29,8,0.147123,0.459717,0.218263
2020-06-30,8,0.049124,0.245125,0.098295
2020-07-01,8,0.089698,-0.051293,-0.017664
2020-07-02,8,0.174543,0.092011,0.050108
2020-07-06,8,0.134049,0.148294,0.076795
2020-07-07,8,0.121317,-0.329699,-0.152305
2020-07-08,8,0.304130,-0.064786,-0.035510
2020-07-09,8,0.176145,-0.440943,-0.233950
2020-07-10,8,0.402044,0.575483,0.392449
2020-07-13,8,0.250485,0.038181,0.030444
2020-07-14,8,0.261537,-0.190751,-0.116279
2020-07-15,8,0.292327,0.522188,0.321116
2020-07-16,8,0.111679,-0.235647,-0.102293
2020-07-17,8,0.274015,-0.397042,-0.228889
2020-07-20,8,0.343680,-0.499004,-0.330396
2020-07-21,8,0.442109,0.289151,0.223457
2020-07-22,8,0.249254,-0.091346,-0.036771
2020-07-23,8,0.262963,0.001489,0.004814
2020-07-24,8,0.028318,-0.135427,-0.062030
2020-07-27,8,0.012912,-0.057434,-0.036161
2020-07-28,8,-0.044731,0.377744,0.112941
2020-07-29,8,0.000675,0.085000,0.029990
2020-07-30,8,-0.021193,0.107861,0.037918
2020-07-31,8,0.100079,-0.163925,-0.101837
2020-08-03,8,0.117352,-0.084328,-0.042149
2020-08-04,8,0.118631,0.104553,0.092425
2020-08-05,8,0.058690,0.333269,0.149628
2020-08-06,8,0.021389,0.191288,0.075402
2020-08-07,8,0.033617,0.278545,0.110204
2020-08-10,8,0.001228,0.083373,0.034226
2020-08-11,8,-0.011058,0.021422,0.002605
2020-08-12,8,-0.035912,0.308302,0.091465
2020-08-13,8,0.086757,-0.551785,-0.244226
2020-08-14,8,0.098251,0.435896,0.207635
2020-08-17,8,0.023831,-0.496590,-0.175762
2020-08-18,8,0.119904,-0.534185,-0.244118
2020-08-19,8,0.092509,0.044907,0.013277
2020-08-20,8,0.054564,0.073092,0.049568
2020-08-21,8,0.070942,-0.097726,-0.052593
2020-08-24,8,0.075363,0.277619,0.125606
2020-08-25,8,0.007474,0.210696,0.082233
2020-08-26,8,0.077263,-0.466707,-0.212629
2020-08-27,8,0.116676,0.544878,0.266339
2020-08-28,8,0.060117,-0.097356,-0.074514
2020-08-31,8,0.177517,0.243511,0.124142
2020-09-01,8,0.164157,0.357175,0.189964
2020-09-02,8,0.165368,0.070020,0.023025
2020-09-03,8,0.164798,0.207703,0.138631
2020-09-04,8,0.098772,-0.254077,-0.116579
2020-09-08,8,0.119853,0.169296,0.059652
2020-09-09,8,0.145855,-0.027376,-0.001477
2020-09-10,8,0.150293,-0.183888,-0.093950
2020-09-11,8,0.191442,-0.112130,-0.076158
2020-09-14,8,0.157808,0.072895,0.059556
2020-09-15,8,0.114859,-0.151367,-0.065978
2020-09-16,8,0.185004,0.133609,0.072425
