generation,val_mse
0,0.9708166445821113
1,0.9697802710923136
2,0.9687052131970161
3,0.9707147316514522
4,0.9684471511396554
5,0.9653942813825117
6,0.9639984945675023
7,0.9616264866393919
8,0.9646173602557239
9,0.9664168019451436
10,0.9686870912943571
11,0.9709021004571325
12,0.9749973921309352
13,0.9749154949667186
14,0.9708086848407015
15,0.9756482772480983
16,0.9681791894761729
17,0.9676991449634912
18,0.9753986504970809
19,0.9788081747373721
20,0.9757876996211989
21,0.9735578594341405
22,0.9735609357512298
23,0.9734314852468132
24,0.97169340231059
25,0.9736128812007722
26,0.9734598621309396
27,0.9733912635895591
28,0.975450717239705
29,0.9723101312839064
30,0.9754784542966806
31,0.975347910426419
32,0.9782163435130954
33,0.9716917631772225
34,0.9728288904066569
35,0.970322027511976
36,0.9699444216475959
37,0.9711763652784449
38,0.9731150919779892
39,0.9655285503452995
40,0.9656597554697361
41,0.9681813427232475
42,0.9680718151855563
43,0.9740174749413409
44,0.969809468542922
45,0.9715520903809075
46,0.9765619909536755
47,0.9709774172021166
48,1.9749071535523686
49,0.9744877621775755
50,0.975239473661353
51,0.9729747018963883
52,0.9732593449098326
53,0.9726447541642408
54,0.9754109850004271
55,0.9739680137393375
56,0.9733209681901814
57,0.9738756569968381
58,0.97401626161983
59,0.9735097217503889
60,0.9701811727238495
61,0.9740649475377379
62,0.9821786388023123
63,0.9783981165305349
64,1.8205763818412082
65,0.9747608389456903
66,0.9757413181432371
67,1.9749081186839093
68,0.9730804807767405
69,0.9738435670999347
70,1.9748931788290531
71,0.9757118802637039
72,0.9738313503115197
73,0.9751226714171932
74,0.9754300193286685
75,0.9734998883381633
76,0.971882492643551
77,0.9760211452918001
78,0.977091803462804
79,0.9712541605923992
80,0.9762429206250592
81,0.9680618426115233
82,0.9718001561754007
83,0.9737657291781184
84,0.9705052721619055
85,0.9701862893800248
86,0.9718522013733185
87,0.9765850779159237
88,0.9758860036247581
89,0.9736474585529481
90,0.9723219773019876
91,0.9745900634789513
92,0.9735042044827017
93,0.973775561651868
94,0.9725624197513355
95,0.9742324465994843
96,0.9736230897517597
97,0.9748012957154382
98,0.9739408046091094
99,1.9749041633219029
100,0.9726075748219575
101,0.9728403123130893
102,0.9733351071916675
103,0.9732456333051531
104,0.972754933288514
105,0.9736926708107986
106,0.973592067068646
107,0.9730065625351927
108,0.9735135382006906
109,0.9799313939015907
110,0.9757459328583644
111,0.9737904166331438
112,0.9746580386571312
113,0.9801525263387231
114,0.971249491543126
115,1.97490408574478
116,0.9723599548713198
117,0.9738478999509605
118,0.9728682315855302
119,0.9701873778455491
120,0.9713450589208624
121,0.9680584631906647
122,0.9667452894790433
123,0.9668523447523073
124,0.9662630408100726
125,0.972110581041054
126,0.9793785009991199
127,0.9762388929462502
128,0.9768435652962211
129,0.9748109554945099
130,0.9742954385250755
131,0.9742468936402623
132,0.9728916692715195
133,0.9750487971928459
134,0.9728743001623373
135,0.9729902256085667
136,0.9728250825040244
137,0.9736200334556916
138,1.8130414273849957
139,0.9752552890437362
140,0.9754746388464811
141,0.9723467797726633
142,0.9735560766481481
143,0.9733588673063278
144,0.9762602515516675
145,0.9772023075666307
146,0.9754480977735019
147,0.9743446435606615
148,0.9754475926379629
149,0.9751299158728398
150,0.9691802723737155
151,0.9714236884967045
152,0.975277044387373
153,0.9755634435437306
154,0.9780862611245075
155,0.9750431545143855
156,0.9751931397803905
157,0.9751830589124929
158,0.9750172490864286
159,1.9749077184178951
160,0.9753566098769051
161,0.975487795783627
162,0.9744306294685886
163,1.9442605207942762
164,1.753107582508426
165,0.9745675478305976
166,0.9736146596746139
167,0.9815802700569588
168,0.9832706784173312
169,0.9753751029995864
170,0.9732162342540556
171,0.9738929771430547
172,0.9740466211130131
173,0.9732451071791566
174,0.9722230974920226
175,0.9713829580231648
176,0.9696487740665526
177,0.970743543663566
178,0.9719468126883026
179,0.9733087034170768
180,0.9715369251640356
181,0.9736432332660946
182,0.9746856966781496
183,0.973404521796111
184,0.9743055539231446
185,0.9751969793263056
186,0.974339187297323
187,1.9749077184178954
188,0.9751370990288136
189,0.9754132967425172
190,0.9746812529834635
191,0.9741781084694232
192,0.9735432834929904
193,0.9737489653381441
194,0.9739365130201403
195,0.9745712562926799
196,0.9745847322946614
197,0.9730879464971885
198,0.9730866501414996
199,0.9723619836998554
200,0.9741279474368788
201,0.9742111167412756
202,0.9751493963914621
203,0.9745405052814199
204,0.9755262429887316
205,0.9769928002327898
206,0.9732266188660789
207,1.9749040955335366
208,0.9733155685713014
209,1.953611943077811
210,0.9729884540821966
211,0.9691464195666574
212,0.9680196184709925
213,0.9672631228019191
214,0.9733536327626939
215,0.9691040067318655
216,0.9730050899227203
217,0.9743187903141378
218,0.9745062477828984
219,0.9759017453958869
220,0.9758446908415018
221,1.8902283156954296
222,0.9728619365322735
223,0.9739138365828337
224,0.9740811698220432
225,0.9730454631387504
226,0.9740887084631517
227,0.974172738357981
228,0.97346506324566
229,0.9732507368862885
230,0.9738845739159876
231,0.9738806796338131
232,0.9734450626268837
233,0.9739585868464649
234,0.9722672448027365
235,0.9723291201521306
236,0.9722419290464323
237,0.9723503348348761
238,0.9735647056365848
239,0.9739208305342987
240,0.9741797394090267
241,0.9737575532547528
242,0.9737904283308554
243,0.9740057925090989
244,0.9733766501892746
245,0.9723688110793599
246,0.9728843999012341
247,0.9730919084919393
248,0.9729886610163333
249,0.9718475151225472
250,0.9699127119469655
251,0.9697407589156087
252,0.9706992222531846
253,0.9720035024431753
254,0.9764395322985326
255,0.9757625053614858
256,0.9746882357994282
257,0.9747523872056016
258,0.9744495296762219
259,0.9749258855642134
260,0.9753801900781371
261,1.9835066494931584
262,0.9729635657039344
263,0.9729632599169074
264,0.9729630436668453
265,0.9742251410272622
266,0.9735307311647354
267,0.9734792079852814
268,0.9742262872912603
269,0.9739002983690526
270,0.9739002775328072
271,0.973897612601593
272,0.973861597324646
273,0.9746164992020749
274,0.9746127286354257
275,0.9746178100935727
276,0.9749016546531803
277,0.974902547922848
278,0.9749049157389604
279,0.9749254557564082
280,0.9749237123097543
281,0.9749235285678816
282,0.9749074345022616
283,0.9749456452596498
284,0.974941162884839
285,0.9707442786006105
286,0.9721137538630644
287,1.9742876420933795
288,0.9723842812047486
289,0.9731759568165664
290,0.9721952472106767
291,0.9724846889060589
292,0.972699885737892
293,0.9737839727994819
294,0.9746303858609578
295,0.9704321992150562
296,0.9710168821900801
297,0.9715301980161144
298,0.9702051619647318
299,0.9713217511273876
