arm,panel,seed,year,n_days,net_pct,sharpe
periodic_lstm_monthly,set1_core7,44,2015,252,-6.770583977381557,-0.9349567906841967
periodic_lstm_monthly,set1_core7,44,2016,252,6.682793750803858,0.8559937821406763
periodic_lstm_monthly,set1_core7,44,2017,251,14.204280238344461,2.1417584934614786
periodic_lstm_monthly,set1_core7,44,2018,251,9.806497817075947,1.34681900902077
periodic_lstm_monthly,set1_core7,44,2019,252,10.972278244356644,1.3478194190507564
periodic_lstm_monthly,set2_core7,42,2015,252,13.208310511017068,1.9130124040629302
periodic_lstm_monthly,set2_core7,42,2016,252,7.73705034942076,1.095066790965992
periodic_lstm_monthly,set2_core7,42,2017,251,0.7869119373119158,0.1333940885923838
periodic_lstm_monthly,set2_core7,42,2018,251,7.120593778813467,1.0473172259526207
periodic_lstm_monthly,set2_core7,42,2019,252,6.277867670899726,0.7419435388201925
periodic_lstm_monthly,set2_core7,43,2015,252,7.7129365206546465,1.0068801114710433
periodic_lstm_monthly,set2_core7,43,2016,252,-4.260576932295997,-0.5555072102162047
periodic_lstm_monthly,set2_core7,43,2017,251,7.626144309439907,1.2259942320559383
periodic_lstm_monthly,set2_core7,43,2018,251,8.199501358040656,1.115730856797903
periodic_lstm_monthly,set2_core7,43,2019,252,15.141996666441916,1.933646265369951
periodic_lstm_monthly,set2_core7,44,2015,252,9.915937656897999,1.3495069848687724
periodic_lstm_monthly,set2_core7,44,2016,252,2.958061520070295,0.40873044228890765
periodic_lstm_monthly,set2_core7,44,2017,251,2.227671292256668,0.40503536216273195
periodic_lstm_monthly,set2_core7,44,2018,251,9.34537953028757,1.3001443339616647
periodic_lstm_monthly,set2_core7,44,2019,252,6.321625997476597,0.8303477779592316
periodic_lstm_monthly,set3_core7,42,2015,252,14.873594450645147,2.341427007451816
periodic_lstm_monthly,set3_core7,42,2016,252,6.898629073581376,0.9524136220657413
periodic_lstm_monthly,set3_core7,42,2017,251,-2.991690316669366,-0.49068046817978794
periodic_lstm_monthly,set3_core7,42,2018,251,6.314715647971185,0.8320883303824926
periodic_lstm_monthly,set3_core7,42,2019,252,1.1667482056050245,0.15999767784938587
periodic_lstm_monthly,set3_core7,43,2015,252,10.935879544762578,1.7616484407608803
periodic_lstm_monthly,set3_core7,43,2016,252,8.295161412657498,1.2126432321703935
