Wind_turbine_name,Min_since_last,Date_time,Ba_avg,Ba_min,Ba_max,Ba_std,Rt_avg,Rt_min,Rt_max,Rt_std,DCs_avg,DCs_min,DCs_max,DCs_std,Cm_avg,Cm_min,Cm_max,Cm_std,P_avg,P_min,P_max,P_std,Q_avg,Q_min,Q_max,Q_std,S_avg,S_min,S_max,S_std,Cosphi_avg,Cosphi_min,Cosphi_max,Cosphi_std,Ds_avg,Ds_min,Ds_max,Ds_std,Db1t_avg,Db1t_min,Db1t_max,Db1t_std,Db2t_avg,Db2t_min,Db2t_max,Db2t_std,Dst_avg,Dst_min,Dst_max,Dst_std,Gb1t_avg,Gb1t_min,Gb1t_max,Gb1t_std,Gb2t_avg,Gb2t_min,Gb2t_max,Gb2t_std,Git_avg,Git_min,Git_max,Git_std,Gost_avg,Gost_min,Gost_max,Gost_std,Ya_avg,Ya_min,Ya_max,Ya_std,Yt_avg,Yt_min,Yt_max,Yt_std,Ws1_avg,Ws1_min,Ws1_max,Ws1_std,Ws2_avg,Ws2_min,Ws2_max,Ws2_std,Ws_avg,Ws_min,Ws_max,Ws_std,Wa_avg,Wa_min,Wa_max,Wa_std,Va1_avg,Va1_min,Va1_max,Va1_std,Va2_avg,Va2_min,Va2_max,Va2_std,Va_avg,Va_min,Va_max,Va_std,Ot_avg,Ot_min,Ot_max,Ot_std,Nf_avg,Nf_min,Nf_max,Nf_std,Nu_avg,Nu_min,Nu_max,Nu_std,Rs_avg,Rs_min,Rs_max,Rs_std,Rbt_avg,Rbt_min,Rbt_max,Rbt_std
R80711,,2017-01-01T00:00:00+01:00,-0.99000001,-0.99000001,-0.89999998,0.0,12.0,12.0,12.0,0.0,984.64001,970.75,1006.37,9.1700001,1035.01,939.08002,1106.96,38.09,76.489998,65.760002,86.400002,4.5300002,12.18,8.3299999,15.39,1.21,77.489998,66.489998,87.440002,4.5799999,0.98000002,0.99000001,0.97000003,0.0,983.04999,969.22998,1004.8,9.1700001,21.02,20.299999,21.700001,0.34999999,20.870001,20.299999,21.4,0.25999999,33.880001,32.349998,35.400002,0.68000001,50.48,49.75,50.950001,0.31999999,37.919998,37.450001,38.299999,0.23999999,27.030001,26.299999,27.4,0.19,27.73,27.049999,28.200001,0.23999999,209.63,209.63,209.63,0.0,14.64,14.5,14.9,0.13,4.6199999,3.6500000999999997,5.4299998,0.31999999,4.5100002,3.6700001,5.4099998,0.31999999,4.5599999,3.6700001,5.3600001,0.28999999,201.25,151.53999,279.04001,13.48,,,,,,,,,-8.3599997,-58.09,69.410004,13.48,3.8299999,3.8,3.9000000999999997,0.039999999,50.0,49.98,50.009998,0.009999999800000001,700.33002,698.98999,701.35999,0.60000002,9.3500004,9.21,9.5699997,0.09000000400000001,14.2,14.0,14.3,0.1
R80711,10,2017-01-01T00:10:00+01:00,-0.99000001,-0.99000001,-0.99000001,0.0,12.0,12.0,12.0,0.0,997.34998,971.44,1017.19,12.36,1080.35,969.38,1147.1899,39.490002,82.330002,69.220001,91.669998,5.1500001,11.35,3.22,14.14,1.09,83.139999,70.050003,92.290001,5.1399999,0.98000002,1.0,0.97000003,0.0,995.79999,969.85999,1015.66,12.37,22.17,21.5,23.0,0.34999999,21.690001,21.200001,22.200001,0.22,36.060001,34.650002,37.450001,0.62,51.369999,50.700001,52.0,0.33000001,38.639999,38.200001,39.200001,0.30000001,27.58,27.1,28.1,0.25,28.43,28.0,28.799999,0.19,209.63,209.63,209.63,0.0,15.05,14.8,15.2,0.1,5.0999999,3.98,5.9499998,0.34,4.8800001,3.9400001,5.75,0.33000001,4.9899998,3.9699999999999998,5.8499999,0.31,193.71001,167.57001,254.34,8.5699997,,,,,,,,,-15.92,-42.060001,44.709999,8.5699997,3.8199999,3.8,3.9000000999999997,0.029999999000000003,49.939999,49.91,50.0,0.02,698.03998,696.67999,699.96002,0.67000002,9.4799995,9.2200003,9.6700001,0.12,14.49,14.3,14.6,0.1
R80711,10,2017-01-01T00:20:00+01:00,-0.99000001,-0.99000001,-0.69999999,0.009999999800000001,12.0,12.0,12.0,0.0,972.06,970.59003,989.01001,2.3099999,945.45001,892.59003,1040.8101,26.120001,66.480003,55.880001,77.860001,2.98,11.05,4.3099999,13.19,1.05,67.449997,56.290001,78.720001,2.9699999999999998,0.98000002,1.0,0.97000003,0.0,970.52002,969.06,987.44,2.3199999,23.4,22.6,24.1,0.34999999,22.48,21.950001,23.0,0.25,38.110001,36.700001,39.450001,0.63999999,51.84,51.700001,52.0,0.079999998,39.139999,39.099998,39.200001,0.039999999,28.35,27.85,28.75,0.22,28.92,28.700001,29.200001,0.13,209.63,209.63,209.63,0.0,15.24,15.1,15.4,0.079999998,4.9099998,4.1999998,5.73,0.25,4.7600002,4.0,5.8400002,0.25999999,4.8400002,4.1500001,5.6500001,0.23999999,193.58,158.35001,229.39999,7.1100001,,,,,,,,,-16.059999,-51.290001,19.76,7.1100001,3.8499999,3.8,3.9000000999999997,0.039999999,49.990002,49.970001,50.009998,0.009999999800000001,700.16998,698.22998,701.67999,0.93000001,9.2399998,9.21,9.3900003,0.02,14.77,14.6,14.9,0.1
R80711,10,2017-01-01T00:30:00+01:00,-0.99000001,-0.99000001,-0.99000001,0.0,12.0,12.0,12.0,0.0,999.40002,971.46997,1032.85,15.49,1084.86,967.28998,1184.91,48.490002,83.230003,69.07,97.900002,6.48,12.0,5.1399999,14.94,1.1,84.129997,70.050003,98.57,6.46,0.98000002,1.0,0.97000003,0.0,997.88,969.95001,1031.35,15.49,24.629999,23.9,25.4,0.38999999,23.4,22.9,23.950001,0.27000001,40.23,38.799999,41.599998,0.62,52.310001,51.75,52.900002,0.28,39.779999,39.099998,40.400002,0.41999999,29.08,28.549999,29.549999,0.22,29.49,29.1,29.9,0.18000001000000002,209.63,209.63,209.63,0.0,15.57,15.4,15.9,0.13,4.75,3.9200001,5.71,0.31999999,4.6599998,3.76,5.5900002,0.28,4.6999998,3.8699999,5.6300001,0.28,197.64,167.32001,253.3,8.2600002,,,,,,,,,-11.99,-42.310001,43.669998,8.2600002,3.8299999,3.8,4.0,0.050000001,50.009998,50.0,50.02,0.0,699.37,697.04999,701.03998,1.0,9.5,9.2299995,9.8199997,0.15000001000000002,15.0,14.85,15.15,0.1
R80711,10,2017-01-01T00:40:00+01:00,-0.99000001,-0.99000001,-0.99000001,0.0,12.0,12.0,12.0,0.0,1004.08,985.0,1043.6,17.49,1098.0601,1034.59,1213.92,49.080002,85.25,71.489998,102.88,7.4400001,11.94,5.0700002,15.83,1.28,86.120003,71.959999,103.66,7.4099998,0.98000002,1.0,0.97000003,0.0,1002.57,983.45001,1042.1,17.5,25.940001,25.1,26.85,0.38999999,24.4,23.799999,24.950001,0.28999999,42.150002,40.900002,43.900002,0.56,52.810001,52.450001,53.299999,0.2,40.77,40.299999,41.299999,0.28,29.549999,29.15,30.049999,0.16,30.120001,29.700001,30.5,0.18000001000000002,209.63,209.63,209.63,0.0,16.0,15.8,16.200001,0.09000000400000001,4.9400001,4.1399999,5.8400002,0.30000001,4.79,4.0300002,6.0700002,0.28999999,4.8699999,4.1700001,5.8099999,0.27000001,195.85001,165.17999,243.42999,8.5,,,,,,,,,-13.8,-44.450001,33.790001,8.5,3.7800000000000002,3.5,3.9000000999999997,0.12,49.990002,49.970001,50.009998,0.009999999800000001,696.34003,694.65997,699.02002,0.88,9.54,9.3500004,9.9300003,0.17,15.21,15.1,15.4,0.079999998
R80711,10,2017-01-01T00:50:00+01:00,-0.99000001,-0.99000001,-0.9400000000000001,0.0,12.0,12.0,12.0,0.0,1003.26,972.19,1033.79,15.33,1097.05,998.17999,1195.8,46.810001,85.010002,66.620003,99.25,6.6100001,12.68,6.7399998,15.15,0.95999998,85.989998,67.220001,99.949997,6.5799999,0.98000002,0.99000001,0.97000003,0.0,1001.75,970.65997,1032.33,15.34,27.24,26.4,28.0,0.37,25.35,24.799999,25.85,0.27000001,43.98,42.700001,45.299999,0.57999998,53.209999,52.849998,53.5,0.1,41.48,41.299999,41.900002,0.14,30.049999,29.450001,30.450001,0.13,30.67,30.299999,31.049999,0.17,209.63,209.63,209.63,0.0,16.219999,16.0,16.299999,0.050000001,5.0599999,4.3099999,5.73,0.27000001,4.9099998,4.1900001,5.6900001,0.27000001,4.98,4.3000002,5.6900001,0.25,194.88,174.91,225.16,6.71,,,,,,,,,-14.75,-34.720001,15.53,6.71,3.5699999,3.3,3.7,0.059999999000000005,50.0,49.98,50.02,0.009999999800000001,696.62,694.91998,698.28003,0.89999998,9.5299997,9.2299995,9.8299999,0.15000001000000002,15.48,15.3,15.6,0.09000000400000001
R80711,10,2017-01-01T01:00:00+01:00,-0.99000001,-0.99000001,-0.99000001,0.0,12.0,12.0,12.0,0.0,1122.91,1017.66,1220.1899,65.330002,1460.67,1142.8101,1763.36,197.60001,143.06,89.360001,196.56,33.5,11.85,4.4200001,15.39,1.27,143.63,89.629997,197.03999,33.369999,0.99000001,1.0,0.98000002,0.0,1121.52,1016.15,1218.88,65.400002,28.540001,27.799999,29.35,0.41000000000000003,26.51,25.700001,27.4,0.5,45.740002,44.549999,46.900002,0.5,54.119999,53.400002,55.150002,0.50999999,43.16,41.700001,45.299999,1.11,30.49,30.1,31.049999,0.20999999,31.33,30.75,32.200001,0.37,209.63,209.63,209.63,0.0,16.68,16.299999,17.1,0.23999999,5.4699998,4.4499998,6.4299998,0.38999999,5.25,4.0500002,6.27,0.34999999,5.3600001,4.3000002,6.1900001,0.34999999,195.17,156.00999,223.38,7.54,,,,,,,,,-14.45,-53.630001,13.75,7.54,3.76,3.5,3.9000000999999997,0.13,50.0,49.959999,50.02,0.009999999800000001,697.45001,696.40002,699.84003,0.63999999,10.68,9.6599998,11.61,0.63,15.66,15.6,15.8,0.050000001
R80711,10,2017-01-01T01:10:00+01:00,-0.99000001,-0.99000001,-0.99000001,0.0,12.0,12.0,12.0,0.0,1316.14,1220.3,1447.86,61.189999,2080.8201,1750.52,2553.8999,207.75,262.19,195.64,368.01999,44.66,11.42,3.3199999,16.200001,2.3099999,262.47,196.06,368.20999,44.580002,1.0,1.0,1.0,0.0,1314.95,1219.02,1446.8101,61.240002,29.99,29.049999,31.1,0.46000001,29.200001,27.299999,31.700001,1.34,47.029999,46.049999,48.049999,0.38999999,56.529999,54.950001,58.599998,0.98000002,47.43,45.299999,50.0,1.34,31.379999,30.5,32.599998,0.69999999,33.52,31.9,34.75,0.77999997,198.14999,187.67999,209.63,10.71,17.57,17.1,18.200001,0.36000001,5.9699998,4.29,7.4200001,0.55000001,5.8499999,4.52,7.3000002,0.47000000000000003,5.9099998,4.5599999,7.1599998,0.44999999,180.41,156.61,250.05,10.77,,,,,,,,,-7.2399998,-52.84,62.369999,16.139999,3.6099999,3.5,3.9000000999999997,0.11,49.959999,49.939999,49.990002,0.009999999800000001,697.90002,696.40997,700.91998,1.1900001,12.53,11.59,13.8,0.58999997,15.95,15.7,16.200001,0.079999998
R80711,10,2017-01-01T01:20:00+01:00,-0.99000001,-0.99000001,-0.99000001,0.0,12.0,12.0,12.0,0.0,1480.38,1380.71,1544.47,45.18,2653.1201,2265.01,2937.97,167.57001,393.03,304.62,456.13,40.18,8.3400002,-0.70999998,15.17,2.9100001,393.16,304.87,456.20001,40.130001,1.0,-1.0,1.0,0.0,1479.39,1379.5699,1543.54,45.240002,31.67,30.65,32.75,0.52999997,34.099998,31.6,35.900002,1.34,47.98,46.900002,49.25,0.38,60.93,58.5,62.700001,1.1,52.959999,49.900002,54.200001,1.25,34.599998,31.9,36.599998,1.52,35.810001,34.0,39.299999,1.52,196.60001,187.67999,204.14999,8.0699997,18.719999,18.200001,18.9,0.22,6.1599998,4.4000001,8.6800003,0.68000001,6.21,4.3899999,8.54,0.76999998,6.1900001,4.4200001,8.6099997,0.68000001,208.12,159.12,247.84,11.89,,,,,,,,,3.9699999999999998,-45.029999,59.07,14.34,3.3299999,3.2,3.5,0.079999998,50.0,49.970001,50.02,0.009999999800000001,698.56,697.13,699.98999,0.67000002,14.1,13.13,14.74,0.43000001,16.360001,16.1,16.6,0.14
R80711,10,2017-01-01T01:30:00+01:00,-0.99000001,-0.99000001,-0.99000001,0.0,12.0,12.0,12.0,0.0,1500.21,1468.33,1553.8101,19.719999,2728.24,2576.78,2976.99,79.440002,410.57001,377.78,469.56,19.23,8.3199997,2.03,12.03,1.73,410.67999,377.92001,469.63,19.209999,1.0,-1.0,1.0,0.0,1499.27,1467.42,1552.98,19.74,33.279999,32.299999,34.200001,0.47000000000000003,37.040001,35.700001,38.299999,0.77999997,49.130001,47.849998,50.700001,0.49000001,59.060001,58.200001,60.099998,0.41999999,54.52,53.400002,55.599998,0.60000002,37.040001,36.099998,38.099998,0.40000001,39.59,38.799999,40.349998,0.33000001,204.14999,204.14999,204.14999,0.0,19.24,18.9,19.700001,0.23999999,6.0100002,4.6199999,7.5500001999999995,0.50999999,5.8600001,4.5100002,7.46,0.44,5.9400001,4.7800002,7.1599998,0.41999999,198.47,151.0,250.74001,11.16,,,,,,,,,-5.73,-53.150002,46.59,11.16,3.27,3.2,3.3,0.039999999,50.009998,49.990002,50.02,0.0,699.47998,698.46997,700.34003,0.33000001,14.29,13.98,14.82,0.19,16.83,16.6,17.1,0.15000001000000002
