date,n_members,dispersion,ensemble_rank_ic,mean_member_rank_ic
2020-01-02,8,0.511792,0.252881,0.194670
2020-01-03,8,0.494872,0.248313,0.166002
2020-01-06,8,0.453713,-0.037410,0.003770
2020-01-07,8,0.483927,-0.109011,-0.072641
2020-01-08,8,0.482819,0.115217,0.079832
2020-01-09,8,0.422919,-0.165782,-0.104862
2020-01-10,8,0.467995,0.074384,0.037311
2020-01-13,8,0.472660,0.047831,0.019832
2020-01-14,8,0.454022,-0.035110,-0.018175
2020-01-15,8,0.306388,-0.446574,-0.305779
2020-01-16,8,0.379766,0.143166,0.095250
2020-01-17,8,0.390837,-0.146281,-0.115846
2020-01-21,8,0.419256,-0.348077,-0.250365
2020-01-22,8,0.468999,-0.026895,-0.012245
2020-01-23,8,0.387752,-0.141437,-0.096951
2020-01-24,8,0.408616,-0.517062,-0.359268
2020-01-27,8,0.496944,-0.511166,-0.379928
2020-01-28,8,0.540984,-0.025116,0.002719
2020-01-29,8,0.495822,-0.411150,-0.293505
2020-01-30,8,0.550931,0.051193,0.018511
2020-01-31,8,0.486781,-0.198060,-0.130708
2020-02-03,8,0.539427,-0.070429,-0.060980
2020-02-04,8,0.576375,0.250402,0.226891
2020-02-05,8,0.517410,0.629142,0.478715
2020-02-06,8,0.318037,-0.233102,-0.146512
2020-02-07,8,0.464177,-0.276069,-0.211057
2020-02-10,8,0.473452,-0.199731,-0.129172
2020-02-11,8,0.423121,0.574859,0.405138
2020-02-12,8,0.280350,0.206959,0.110960
2020-02-13,8,0.072029,-0.182591,-0.051134
2020-02-14,8,0.130004,-0.493673,-0.249549
2020-02-18,8,0.159192,-0.105177,-0.046367
2020-02-19,8,0.162326,0.289577,0.145999
2020-02-20,8,0.079180,0.149948,0.056345
2020-02-21,8,0.115627,-0.320398,-0.144478
2020-02-24,8,0.141039,-0.473526,-0.226999
2020-02-25,8,0.182562,-0.518962,-0.277227
2020-02-26,8,0.220263,-0.278606,-0.152557
2020-02-27,8,0.162007,0.178029,0.097827
2020-02-28,8,0.075757,0.065120,0.033771
2020-03-02,8,0.072855,-0.093168,-0.032497
2020-03-03,8,0.090581,-0.271843,-0.120744
2020-03-04,8,0.089484,-0.439781,-0.199436
2020-03-05,8,0.175379,-0.555692,-0.300750
2020-03-06,8,0.125674,-0.114793,-0.020127
2020-03-09,8,0.081056,-0.419038,-0.211295
2020-03-10,8,0.108902,0.322032,0.161473
2020-03-11,8,0.093219,-0.074830,-0.005220
2020-03-12,8,0.098921,-0.629817,-0.289985
2020-03-13,8,-0.029179,0.350447,0.107143
2020-03-16,8,0.291497,-0.071893,-0.013373
2020-03-17,8,-0.060122,-0.145670,-0.051993
2020-03-18,8,0.368376,-0.261820,-0.142017
2020-03-19,8,0.005543,0.639355,0.231933
2020-03-20,8,0.109031,-0.342684,-0.140780
