date,n_members,dispersion,ensemble_rank_ic,mean_member_rank_ic
2020-01-02,64,0.510863,0.134649,0.115441
2020-01-03,64,0.483949,0.193810,0.136568
2020-01-06,64,0.472155,0.060264,0.054914
2020-01-07,64,0.475867,-0.177579,-0.107407
2020-01-08,64,0.523743,0.127299,0.082959
2020-01-09,64,0.482766,-0.118034,-0.089184
2020-01-10,64,0.495837,0.080722,0.057998
2020-01-13,64,0.504894,0.015222,0.023618
2020-01-14,64,0.501789,-0.091092,-0.047207
2020-01-15,64,0.449003,-0.353910,-0.243123
2020-01-16,64,0.471646,0.148523,0.109786
2020-01-17,64,0.499127,-0.090710,-0.081411
2020-01-21,64,0.519713,-0.285474,-0.216314
2020-01-22,64,0.541191,0.046580,0.025584
2020-01-23,64,0.498263,-0.148431,-0.103074
2020-01-24,64,0.501839,-0.501273,-0.359502
2020-01-27,64,0.559521,-0.467083,-0.356690
2020-01-28,64,0.581757,-0.006867,0.008749
2020-01-29,64,0.559175,-0.384970,-0.273878
2020-01-30,64,0.600043,0.067613,0.035300
2020-01-31,64,0.559681,-0.202123,-0.145888
2020-02-03,64,0.592769,-0.029629,-0.045778
2020-02-04,64,0.621739,0.264352,0.228015
2020-02-05,64,0.568644,0.612293,0.454811
2020-02-06,64,0.451453,-0.290852,-0.204114
2020-02-07,64,0.569246,-0.255228,-0.218641
2020-02-10,64,0.574030,-0.219688,-0.139100
2020-02-11,64,0.548849,0.496579,0.378504
2020-02-12,64,0.468167,0.174934,0.139968
2020-02-13,64,0.403607,-0.232845,-0.148873
2020-02-14,64,0.458048,-0.477935,-0.354936
2020-02-18,64,0.482200,-0.069580,-0.048678
2020-02-19,64,0.465103,0.242353,0.202935
2020-02-20,64,0.395444,0.056040,0.034383
2020-02-21,64,0.402067,-0.231170,-0.162140
2020-02-24,64,0.431077,-0.451140,-0.323103
2020-02-25,64,0.454196,-0.534178,-0.374377
2020-02-26,64,0.491142,-0.329364,-0.258146
2020-02-27,64,0.484689,0.252395,0.170012
2020-02-28,64,0.339229,0.126242,0.071594
2020-03-02,64,0.353206,-0.206146,-0.117031
2020-03-03,64,0.322638,-0.383241,-0.238125
2020-03-04,64,0.392252,-0.593181,-0.380998
2020-03-05,64,0.417146,-0.679904,-0.446568
2020-03-06,64,0.390116,-0.173685,-0.108282
2020-03-09,64,0.331273,-0.692581,-0.407908
2020-03-10,64,0.279211,0.411486,0.247274
2020-03-11,64,0.298001,-0.463108,-0.236611
2020-03-12,64,0.359214,-0.716687,-0.434641
2020-03-13,64,0.253102,0.317839,0.150230
2020-03-16,64,0.383496,-0.381417,-0.236028
2020-03-17,64,0.226866,-0.334646,-0.169529
2020-03-18,64,0.476011,-0.369796,-0.247483
2020-03-19,64,0.272518,0.718607,0.381308
2020-03-20,64,0.251680,0.002737,-0.028574
2020-03-23,64,0.178113,0.069101,0.020477
2020-03-24,64,0.203521,0.527216,0.252033
2020-03-25,64,0.470354,-0.070111,-0.056334
2020-03-26,64,0.237948,0.193373,0.102676
2020-03-27,64,0.225476,-0.305897,-0.138349
2020-03-30,64,0.198284,-0.226080,-0.100596
2020-03-31,64,0.217277,-0.157647,-0.063038
2020-04-01,64,0.203827,-0.513950,-0.243501
2020-04-02,64,0.233190,-0.291916,-0.143059
2020-04-03,64,0.263771,-0.491921,-0.259131
2020-04-06,64,0.208498,0.708139,0.307162
2020-04-07,64,0.344675,0.189733,0.023172
2020-04-08,64,0.116822,0.421369,0.137190
2020-04-09,64,0.160057,0.191947,0.038406
2020-04-13,64,0.088563,-0.094696,-0.027584
2020-04-14,64,0.118573,-0.035439,-0.009264
2020-04-15,64,0.151585,-0.506483,-0.199466
2020-04-16,64,0.112753,-0.371822,-0.137801
2020-04-17,64,0.136096,0.270876,0.106527
2020-04-20,64,0.223247,-0.106747,-0.074904
2020-04-21,64,0.126403,0.098634,0.027150
2020-04-22,64,0.109118,-0.085764,-0.033541
2020-04-23,64,0.159449,0.086579,0.007211
